,hospitalid,drugname,routeadmin,count
28004,167,INSULIN-LISPRO (rDNA) *UNIT* INJ,IV Push,2
28005,171,SODIUM BICARBONATE 8.4% 50 ML INJ,IV Push,2
28006,176,METOPROLOL 1 MG/ML 5ML SDV INJ,PO,2
28007,182,omeprazole,Feeding Tube,2
28008,253,10 ML CUP : DOCUSATE SODIUM 50 MG/5ML PO LIQD,Per NG tube,2
28009,420,MAGNESIUM OXIDE,J TUBE,2
28010,266,rocuronium,Intravenous,2
28011,184,Sodium Chloride 0.9%,MISC,2
28012,264,morphine,Intramuscular,2
28013,312,BISACODYL,DEVICE,2
28014,345,docusate sodium,DEVICE,2
28015,337,flumazenil,DEVICE,2
28016,59,ACETAMINOPHEN 325 MG PO TABS,PEG TUBE,2
28017,443,LORAZEPAM 1 MG PO TABS,Per NG tube,2
28018,199,TRAMADOL HCL 50 MG PO TABS,PO,2
28019,268,METRONIDAZOLE 500 MG PO TABS,PER NG TUBE,2
28020,365,NITROGLYCERIN,IVDRIP,2
28021,423,METOPROLOL,Route,2
28022,83,FUROSEMIDE,.ROUTE,2
28023,79,DIAZEPAM,.ROUTE,2
28024,92,METOPROLOL,.ROUTE,2
28025,275,HYDROCORTISONE SOD SUCCINATE,.ROUTE,2
28026,271,CLONIDINE HCL,.ROUTE,2
28027,279,MORPHINE SULFATE,INJ,2
28028,279,BACITRACIN,.ROUTE,2
28029,66,METOPROLOL TARTRATE 25 MG PO TABS,PER G TUBE,2
28030,300,VERSED,Oral,2
28031,184,pantoprazole,Feeding Tube,2
28032,183,Pepcid,PegTube,2
28033,264,sodium chloride,CRRT,2
28034,449,TRAMADOL HCL 50 MG PO TABS,Nasogastric Tube,2
28035,365,METOPROLOL TARTRATE 25 MG TABLET,JTub,2
28036,353,METOPROLOL TARTRATE 25 MG TABLET,PER NG TUBE,2
28037,312,LIPITOR,G Tube,2
28038,420,POTASSIUM PHOSPHATE,J TUBE,2
28039,91,ASPIRIN,PO (oral)                                                                                           ,2
28040,84,ATENOLOL,PO (oral)                                                                                           ,2
28041,73,TAMSULOSIN HCL 0.4 MG PO CAPS,PER J TUBE,2
28042,90,ALBUTEROL/IPRATROPIUM NEB,NEB,2
28043,141,LACTATED RINGERS,IV,2
28044,135,LABETALOL 5 MG/ML IV 20 ML VIAL,IV,2
28045,143,THIAMINE HCL,IV,2
28046,259,ATORVASTATIN,FT,2
28047,79,HALOPERIDOL,GTUBE,2
28048,83,TACROLIMUS,PO,2
28049,363,PANTOPRAZOLE SODIUM,IV,2
28050,179,SODIUM CHLORIDE 0.9% 500 ML LVP,IV,2
28051,142,KLONOPIN,PEG,2
28052,176,SENOKOT-S TAB,NG,2
28053,165,POLYETHYLENE GLYCOL 3350 UDPWD,GTUBE,2
28054,167,FAMOTIDINE 20 MG TAB,PEG,2
28055,281,PROMETHAZINE HCL,IM,2
28056,60,LORAZEPAM 2 MG/ML IJ SOLN,IM,2
28057,275,FENTANYL CITRATE,BUCCAL,2
28058,458,KETOROLAC TROMETHAMINE,IV/IM,2
28059,458,SENNOSIDES,ORAL/TUBE,2
28060,246,TRAZODONE HCL 50 MG PO TABS,PO,2
28061,141,REGLAN,PEG,2
28062,141,PHENERGAN,PO,2
28063,244,100 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,IV,2
28064,198,acetaminophen,G-Tube,2
28065,244,1 ML : HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,IR,2
28066,184,Ativan,NG,2
28067,363,METOCLOPRAMIDE,IV,2
28068,363,AZITHROMYCIN,ORAL,2
28069,266,CALCIUM CARBONATE,ORAL,2
28070,102,PLAVIX,NG,2
28071,252,FUROSEMIDE 40 MG PO TABS,Per NG tube,2
28072,281,ZOLPIDEM TARTRATE,G-TUBE,2
28073,71,ACETAMINOPHEN 325 MG PO TABS,PER NG TUBE,2
28074,63,ACETAMINOPHEN 500 MG PO TABS,PER NG TUBE,2
28075,58,ALPRAZOLAM 0.5 MG PO TABS,PO,2
28076,245,PROCHLORPERAZINE MALEATE 5 MG PO TABS,PO,2
28077,443,METRONIDAZOLE 500 MG PO TABS,Per G Tube,2
28078,266,VANCOMYCIN,IV,2
28079,67,METOPROLOL TARTRATE 25 MG PO TABS,PER NG TUBE,2
28080,310,CARDIZEM,G Tube,2
28081,338,SYNTHROID,G Tube,2
28082,345,SYNTHROID,G Tube,2
28083,155,MAGNESIUM OXIDE 400 MG TAB,FT,2
28084,312,BAYER CHEWABLE,G Tube,2
28085,252,LEVOFLOXACIN 750 MG PO TABS,Per J Tube,1
28086,264,MORPHINE,PER,1
28087,301,ONDANSETRON 4mg/2ml INJ,Right Ear,1
28088,266,HEPARIN,IV CONT,1
28089,71,WARFARIN SODIUM 3 MG PO TABS,PER NG TUBE,1
28090,249,HEPARIN SODIUM (PORCINE) 5000 UNIT/ML IJ SOLN,Subcutaneous,1
28091,438,"INSULIN REGULAR, HUMAN",IV (injection)                                                                                      ,1
28092,195,rocuronium,Intravenous,1
28093,151,SODIUM BICARBONATE 8.4% 50 ML INJ,IV,1
28094,264,LACTATED RINGERS,JT,1
28095,280,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,NG,1
28096,91,DULCOLAX,PO (oral)                                                                                           ,1
28097,184,albuterol,IMP,1
28098,259,sodium chloride,Tube,1
28099,195,aspirin,PO or G-tube,1
28100,91,NOVOLOG,Subcutaneous (Subcutane)                                                                            ,1
28101,86,ZOSYN,IV - brief infusion (intravenous)                                                                   ,1
28102,123,ZOSYN,IV (intravenous)                                                                                    ,1
28103,408,POTASSIUM CHLORIDE,PO (oral)                                                                                           ,1
28104,174,potassium CHLORIDE 10 mEq i,IV,1
28105,144,LORazepam,PO,1
28106,194,FENTANYL CITRATE,IV (injection)                                                                                      ,1
28107,264,LABETALOL,NG,1
28108,200,Milk of Magnesia,PO,1
28109,199,THIAMINE HCL 100 MG/ML IJ SOLN,PERIPH IV,1
28110,407,METOPROLOL TARTRATE,IV (intravenous)                                                                                    ,1
28111,264,PREDNISONE,PEG,1
28112,198,predniSONE,PO or NG,1
28113,152,predniSONE 20 MG TAB,GTUBE,1
28114,452,Sodium Chloride 0.9%  SSO,IPL,1
28115,93,DEXAMETHASONE,PO (oral)                                                                                           ,1
28116,206,DEXAMETHASONE 4 MG PO TABS,PO,1
28117,84,ACETAMINOPHEN,Per rectum (rectal)                                                                                 ,1
28118,423,ACETAMINOPHEN,Oral,1
28119,419,Tylenol,PO,1
28120,167,FUROSEMIDE 20 MG TAB,SVN,1
28121,407,LASIX,IV (injection)                                                                                      ,1
28122,267,ipratropium-albuterol,Nebulization,1
28123,93,NALOXONE HCL,IV - brief infusion (injection)                                                                     ,1
28124,439,AMIODARONE HCL,IV (intravenous)                                                                                    ,1
28125,244,AMIODARONE HCL 150 MG/3ML IV SOLN,IV,1
28126,259,HYDRALAZINE,TUBE,1
28127,197,Versed,IM,1
28128,93,LEVAQUIN,IV (intravenous)                                                                                    ,1
28129,336,LEVAQUIN,G Tube,1
28130,198,magnesium sulfate,IV,1
28131,84,REGLAN,IV (injection)                                                                                      ,1
28132,197,Reglan,Intravenous,1
28133,449,METOCLOPRAMIDE HCL 10 MG PO TABS,Nasogastric Tube,1
28134,226,METOCLOPRAMIDE,ORAL,1
28135,93,HALOPERIDOL,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
28136,259,GABAPENTIN,FT,1
28137,206,DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IVPB,1
28138,259,ceFAZolin,Intramuscular,1
28139,264,IBUPROFEN,PEG,1
28140,252,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,Per G Tube,1
28141,174,MEPERIDINE 25 MG/1 ML 1 ML SYR,IV Push,1
28142,123,KAYEXALATE,Per enteric tube (oral)                                                                             ,1
28143,184,Dextrose 50%,IRR,1
28144,123,MORPHINE SULFATE,IV (injection)                                                                                      ,1
28145,194,MORPHINE SULFATE,IV (injection)                                                                                      ,1
28146,264,NITROGLYCERIN,ORAL,1
28147,91,NITROGLYCERIN,Buccal/Sublingual (buccal)                                                                          ,1
28148,425,HYDROmorphone,PO,1
28149,94,HYDROMORPHONE HCL,IV (injection)                                                                                      ,1
28150,259,HYDROMORPHONE (PF),IV,1
28151,123,ZOFRAN,IV (intravenous)                                                                                    ,1
28152,93,ONDANSETRON HCL,IV - brief infusion (intravenous)                                                                   ,1
28153,94,MORPHINE SULFATE,IV (injection)                                                                                      ,1
28154,84,AZITHROMYCIN,IV - brief infusion (intravenous)                                                                   ,1
28155,131,LIDOCAINE 10 MG/ML (1 %) INJECTION 20 ML VIAL,TRACHEAL TUB,1
28156,180,cloNIDine,TOP,1
28157,198,vancomycin,PR,1
28158,92,VANCOMYCIN,PO,1
28159,259,vancomycin,Tube,1
28160,300,KEPPRA,G Tube,1
28161,275,FERROUS SULFATE,G-TUBE,1
28162,264,FERROUS SULFATE,OG,1
28163,148,FERROUS SULFATE 325 MG TAB,PEG,1
28164,259,CARVEDILOL,TUBE,1
28165,93,GLYCOPYRROLATE,IV (injection)                                                                                      ,1
28166,194,ATIVAN,PO (oral)                                                                                           ,1
28167,196,LORazepam,PO or NG,1
28168,91,ATIVAN,PO (oral)                                                                                           ,1
28169,140,PHENERGAN,IV,1
28170,413,HEPARIN (PORCINE)  1000 UNIT/ML INJ SOLN,Top,1
28171,93,ADVAIR DISKUS,Inhaled (inhalation)                                                                                ,1
28172,259,WARFARIN,NG,1
28173,157,NITROGLYCERIN 50 mg in D5W 250 mL R,IV,1
28174,156,SODIUM BICARBONATE 8.4% 50 ML INJ,IV,1
28175,357,"RINGERS SOLUTION,LACTATED",IV - continuous infusion (intravenous)                                                              ,1
28176,131,ASPIRIN 81 MG CHEWABLE TABLET,PER NG TUBE,1
28177,131,ASPIRIN 81 MG CHEWABLE TABLET,PER G TUBE,1
28178,425,POTASSIUM PHOSPHATE,IV,1
28179,93,PHENYLEPHRINE HCL,IV - continuous infusion (injection)                                                                ,1
28180,154,SODIUM CHLORIDE 0.9% 1000 ML LVP,Arterial,1
28181,84,ACETAMINOPHEN,PO                                                                                                  ,1
28182,135,ACETAMINOPHEN 325 MG TABLET,PER G TUBE,1
28183,157,EPINEPHrine 8 MG in 250 mL NS,IV,1
28184,154,EPINEPHrine 8 MG in 250 mL NS,IV,1
28185,254,LACTULOSE,PR,1
28186,176,GLUCAGON 1 MG (1 UNIT) INJ,IVPB,1
28187,84,DILAUDID,IV - continuous infusion (intravenous)                                                              ,1
28188,158,niCARdipine 40 MG in 200 mL NS RTU-,IV,1
28189,279,HEPARIN SOD (PORCINE),SC,1
28190,79,DIAZEPAM,JTUBE,1
28191,141,MAGNESIUM OXIDE,PEG,1
28192,414,clonazePAM,GTT,1
28193,141,ZOCOR,NG,1
28194,445,ROCURONIUM BROMIDE,IV,1
28195,265,SODIUM BICARBONATE 8.4%,IV,1
28196,265,FAMOTIDINE,IV,1
28197,265,BISACODYL,PO,1
28198,265,DIPHENHYDRAMINE HCL,IV,1
28199,254,METHYLPREDNISOLONE SOD SUCC,IM,1
28200,254,LIDOCAINE HCL 2%,MISC,1
28201,122,SODIUM CHLORIDE 0.9 % IV 250 ML BAG,BLADDER INST,1
28202,183,"NS 1,000 mL",Central Line,1
28203,66,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,CHEST TUBE,1
28204,143,APRESOLINE,NG,1
28205,67,PREDNISONE 10 MG PO TABS,PER NG TUBE,1
28206,266,CHLORHEXIDINE GLUCONATE 0.12%,SWISH+SPIT,1
28207,141,LOPRESSOR,OGT,1
28208,67,HYDRALAZINE HCL 50 MG PO TABS,PEG TUBE,1
28209,245,METOPROLOL TARTRATE 50 MG PO TABS,PER NG TUBE,1
28210,154,DOCUSATE SODIUM 100 MG CAP,NG,1
28211,458,DOCUSATE SODIUM,TOPICAL,1
28212,200,docusate sodium (COLACE) oral liquid 100 mg,NGT,1
28213,140,COLACE,PEJ,1
28214,258,DOCUSATE SODIUM,TOPL,1
28215,165,DOCUSATE SODIUM 100 MG CAP,FT,1
28216,156,DOCUSATE SODIUM 100 MG CAP,PO,1
28217,303,LOPRESSOR,NG Tube,1
28218,108,METOPROLOL,PO/NG,1
28219,323,LOPRESSOR,Oral,1
28220,202,metoprolol (LOPRESSOR) tab 12.5 mg,TF,1
28221,459,METOPROLOL,TUBE,1
28222,252,METOPROLOL TARTRATE 50 MG PO TABS,Per J Tube,1
28223,264,DEXAMETHASONE,SC,1
28224,310,KLONOPIN,NG Tube,1
28225,282,CLONIDINE HCL,NG-TUBE,1
28226,167,LACTULOSE 20 GRAM/30 ML UD LIQ,PR,1
28227,265,HALOPERIDOL,PO,1
28228,140,CALCIUM CARBONATE,TF,1
28229,259,CALCIUM CARBONATE,PEG,1
28230,144,PEPCID,PEG,1
28231,331,PEPCID,G Tube,1
28232,157,FAMOTIDINE 20 MG TAB,PEG,1
28233,158,CHLORHEXIDINE GLUCONATE UD LIQ 15ML,TOP,1
28234,251,VANCOMYCIN HCL 1000 MG IV SOLR,Irrigation,1
28235,165,FERROUS SULFATE 325 MG TAB,NG,1
28236,445,CARVEDILOL,GT,1
28237,199,CARVEDILOL 25 MG PO TABS,PO,1
28238,365,CARVEDILOL,TUBE,1
28239,251,TACROLIMUS 1 MG PO CAPS,Oral,1
28240,71,WARFARIN SODIUM 4 MG PO TABS,PER NG TUBE,1
28241,425,ASPIRIN,NG,1
28242,102,LABETALOL HCL,IV,1
28243,83,INSULIN HUMAN REGULAR,SUB-Q,1
28244,271,PHYTONADIONE,NG-TUBE,1
28245,271,EPHEDRINE SULFATE,IM,1
28246,90,KETOROLAC INJ,IVP,1
28247,275,Ondansetron,IM,1
28248,282,Ondansetron,IM,1
28249,281,NALOXONE HCL,IM,1
28250,282,CLONAZEPAM,G-TUBE,1
28251,423,LACTULOSE,RECTAL,1
28252,281,DIPHENHYDRAMINE HCL,IM,1
28253,275,DIPHENHYDRAMINE HCL,IM,1
28254,360,NITROGLYCERIN,IV,1
28255,282,LIDOCAINE HCL 2%,MT,1
28256,279,LIDOCAINE HCL 2%,UR,1
28257,275,PROMETHAZINE HCL,PR,1
28258,358,ROCURONIUM BROMIDE,IV,1
28259,365,FOLIC ACID,IV,1
28260,66,37.5 G TUBE : GLUCOSE 40 % PO GEL,PER NG TUBE,1
28261,197,Sodium Chloride 0.9%,Irrigation,1
28262,58,3.5 G  -  REFRESH P.M. OP OINT,RIGHT EYE,1
28263,360,HYDROMORPHONE HCL,IM,1
28264,227,AMLODIPINE,NG/PO,1
28265,158,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,IV,1
28266,83,HYDROMORPHONE INJ,IV,1
28267,176,acetaMINOPHEN 325 MG TAB,JPEG,1
28268,176,hydrALAZINE 20 MG/1 ML 1 ML INJ,JPEG,1
28269,171,MILK OF MAGNESIA UD LIQ 30 ML,GTUBE,1
28270,157,IPRAtropium 0.5 MG/2.5ML UD INH SOLN,NEB,1
28271,90,ONDANSETRON INJ,IV,1
28272,158,acetaMINOPHEN 325 MG TAB,JTUBE,1
28273,165,acetaMINOPHEN 325 MG TAB,GTUBE,1
28274,154,cloNIDine 0.1 MG TAB,FT,1
28275,79,IBUPROFEN,PO/NG,1
28276,151,NORCO 5/325 TAB,PO,1
28277,176,PERCOCET 5/325 TAB,PEG,1
28278,79,OXYCODONE IR,GTUBE,1
28279,154,oxyCODONE 5 MG TAB,JTUBE,1
28280,443,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,Per NG tube,1
28281,108,LORAZEPAM,PO/SL,1
28282,282,KETOROLAC TROMETHAMINE,INJ,1
28283,272,KETOROLAC TROMETHAMINE,PO,1
28284,176,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,Arterial,1
28285,167,SODIUM CHLORIDE 0.9% 250 ML LVP,NG,1
28286,266,HALOPERIDOL LACTATE,TUBE,1
28287,282,TRAMADOL HCL,G-TUBE,1
28288,262,HALOPERIDOL,TUBE,1
28289,272,DIPHENHYDRAMINE HCL,G-TUBE,1
28290,253,DILTIAZEM HCL 30 MG PO TABS,Per G Tube,1
28291,144,VANCOCIN,REC,1
28292,146,LORazepam 1 MG TAB,NG,1
28293,154,LORazepam 1 MG TAB,PEG,1
28294,151,PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,IV Push,1
28295,142,NORMAL SALINE FLUSH,KIDOGT,1
28296,143,CARDIZEM,PEG,1
28297,157,ZOSYN 3.375 GRAM INJ,IV,1
28298,175,ZOSYN 3.375 GRAM INJ,IV,1
28299,157,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,PO,1
28300,165,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,PO,1
28301,156,metroNIDAZOLE 500 MG in 100ML RTU-PB,IV,1
28302,259,HYDRALAZINE,GT,1
28303,277,CLONAZEPAM 0.5 MG PO TABS,PER G TUBE,1
28304,171,LORazepam 0.5 MG TAB,PEG,1
28305,243,MEROPENEM 500 MG IV SOLR,IM,1
28306,142,SYNTHROID,OGT,1
28307,174,LISINOPRIL 10 MG TAB,PEG,1
28308,458,SENNOSIDES,TUBE,1
28309,458,SENNOSIDES,NGTUBE,1
28310,202,sennosides (SENOKOT) oral syrup 10 mL,JTUBE,1
28311,154,SENOKOT-S TAB,JTUBE,1
28312,458,TAMSULOSIN,GTUBE,1
28313,458,CLONAZEPAM,GTUBE,1
28314,158,ATORVASTATIN 20 MG TAB,JTUBE,1
28315,157,ATORVASTATIN 40 MG TAB,GTUBE,1
28316,167,zolpiDEM 5 MG TAB,PEG,1
28317,264,SIMVASTATIN,PEG,1
28318,171,LORazepam 0.5 MG TAB,NG,1
28319,142,ULTRAM,NG,1
28320,364,HYDRALAZINE,ORAL,1
28321,146,metoCLOPRAMIDE 5 MG/1ML 2ML SDV INJ,IRR,1
28322,176,GABAPENTIN 300 MG CAP,NG,1
28323,310,VANCOCIN,G Tube,1
28324,176,oxyCODONE 5 MG TAB,NG,1
28325,249,PRAVASTATIN SODIUM 40 MG PO TABS,Per G Tube,1
28326,248,SIMVASTATIN 40 MG PO TABS,Per G Tube,1
28327,248,WARFARIN SODIUM 1 MG PO TABS,Per NG tube,1
28328,142,BUMEX,PEG,1
28329,63,CLONIDINE HCL 0.1 MG PO TABS,PER G TUBE,1
28330,69,30 ML  -  LACTULOSE 10 GM/15ML PO SOLN,PER NG TUBE,1
28331,73,ALPRAZOLAM 0.5 MG PO TABS,PER NG TUBE,1
28332,254,MAGNESIUM OXIDE,NG,1
28333,142,KLONOPIN,OGT,1
28334,73,HYDRALAZINE HCL 25 MG PO TABS,PER G TUBE,1
28335,68,ACETAMINOPHEN 500 MG PO TABS,PEG TUBE,1
28336,157,SODIUM CHLORIDE 0.9% 100 ML PB,IV Push,1
28337,416,acetaminophen (TYLENOL) tablet 650 mg,PER J TUBE,1
28338,358,HYDRALAZINE,ORAL,1
28339,264,CLONAZEPAM,PEG,1
28340,358,LACTULOSE,TUBE,1
28341,195,lactulose,G-Tube,1
28342,196,lactulose,NG or OG,1
28343,266,HALOPERIDOL,ORAL,1
28344,458,GABAPENTIN,TUBE,1
28345,252,GABAPENTIN 300 MG PO CAPS,Per G Tube,1
28346,148,LORazepam 0.5 MG TAB,FT,1
28347,273,LORAZEPAM 1 MG PO TABS,PER NG TUBE,1
28348,273,LORAZEPAM 0.5 MG PO TABS,PER NG TUBE,1
28349,363,LIDOCAINE HCL 1%,IV,1
28350,198,traZODone,J-tube,1
28351,195,Lipitor,PO or PEG,1
28352,195,atorvastatin,J-tube,1
28353,135,ASPIRIN 325 MG TABLET,Oral,1
28354,365,BUMETANIDE,ORAL,1
28355,143,folic acid,IV,1
28356,144,TORADOL,PO,1
28357,337,CORDARONE,IV,1
28358,142,HALDOL,NG,1
28359,63,TICAGRELOR 90 MG PO TABS,PER NG TUBE,1
28360,68,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,IJ,1
28361,59,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,OTHER,1
28362,73,30 ML  -  IOPAMIDOL 61 % IV SOLN,OTHER,1
28363,60,1 ML  -  NALOXONE HCL 0.4 MG/ML IJ SOLN,NA,1
28364,60,50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,OTHER,1
28365,58,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,IJ,1
28366,71,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,OTHER,1
28367,183,EPINEPHrine,Regional,1
28368,67,3 ML VIAL : INSULIN LISPRO (HUMAN) 100 UNIT/ML SC SOLN,IV,1
28369,200,sodium bicarbonate,IV,1
28370,183,Pepcid,IVPB,1
28371,280,POTASSIUM & SODIUM PHOSPHATES 280-160-250 MG PO PACK,PER G TUBE,1
28372,196,aspirin,NG-tube,1
28373,196,potassium chloride,PO or PEG,1
28374,244,FOLIC ACID 5 MG/ML IJ SOLN,IV,1
28375,180,Zofran,IM,1
28376,184,NaCl 0.9% Bolus,Central Line,1
28377,200,calcium chloride,IV,1
28378,268,ACETAMINOPHEN 500 MG PO TABS,PER NG TUBE,1
28379,73,4 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,IM,1
28380,198,Lasix,NG-tube,1
28381,197,Xanax,PEG-tube,1
28382,195,lactulose,NG or OG,1
28383,181,lactulose,GTUBE,1
28384,73,1 ML  -  DIPHENHYDRAMINE HCL 50 MG/ML IJ SOLN,IM,1
28385,196,glucagon,IM Deltoid,1
28386,182,succinylcholine,INJ,1
28387,180,Dextrose 50%,INJ,1
28388,66,MORPHINE INJ,IM,1
28389,196,morphine,IM,1
28390,180,ceFAZolin,IV,1
28391,56,ENOXAPARIN SODIUM 30 MG/0.3ML SC SOLN,IV,1
28392,184,Lovenox,IV,1
28393,67,10 ML  -  ATROPINE SULFATE 0.1 MG/ML IJ SOLN,IV,1
28394,200,atropine,IV Push,1
28395,182,cloNIDine,Regional,1
28396,200,Ativan,PO,1
28397,264,GLUCOSE 40% GEL,TOPL,1
28398,174,FAMOTIDINE 20 MG/2 ML SDV INJ,IV,1
28399,423,CEFEPIME,INTRAVENOUS,1
28400,148,DOCUSATE SODIUM 100 MG CAP,PEG,1
28401,273,CARVEDILOL 12.5 MG PO TABS,PER G TUBE,1
28402,458,SODIUM CHLORIDE 0.9%,INTRAARTER,1
28403,156,cefTRIAXone 1 GRAM in NS 50 mL IVPB,IVPB,1
28404,283,AZITHROMYCIN 500 MG IV SOLR,IV,1
28405,165,ENOXAPARIN 40 MG/0.4 ML SYR,Transdermal,1
28406,171,ASPIRIN 81 MG EC TAB,PR,1
28407,176,POLYETHYLENE GLYCOL 3350 UDPWD,PEG,1
28408,194,ACETAMINOPHEN,G_TUBE,1
28409,271,ALPRAZOLAM,G-TUBE,1
28410,363,LABETALOL,IV,1
28411,365,KETOROLAC,ORAL,1
28412,363,HYDRALAZINE,IV,1
28413,424,LACTULOSE,ORAL GASTR,1
28414,259,DIAZEPAM,PEG,1
28415,425,GLYCOPYRROLATE,PO,1
28416,420,cloNIDine,J TUBE,1
28417,353,ASPIRIN,NG_TUBE,1
28418,365,FOLIC ACID,TUBE,1
28419,444,MULTIVITAMIN,PO,1
28420,194,PREDNISONE,PER_TUBE,1
28421,254,AMLODIPINE BESYLATE,OG,1
28422,363,LISINOPRIL,ORAL,1
28423,165,INSULIN-LISPRO (rDNA) *UNIT* INJ,IV,1
28424,176,MAGNESIUM SULFATE 2 GM/50 ML IVPB,IV Push,1
28425,183,Ativan,SL,1
28426,182,morPHINe,IVP,1
28427,183,SoluMedrol,IntraArticular,1
28428,198,ondansetron,I-vesical,1
28429,198,hydrALAZINE,Shunt,1
28430,198,Reglan,PEG-tube,1
28431,182,Norco 5 mg-325 mg,Rectal,1
28432,180,Norco 5 mg-325 mg,PegTube,1
28433,181,vancomycin,NG,1
28434,195,Flagyl,PO or NG,1
28435,197,ALPRAZolam,PEG-tube,1
28436,197,Reglan,PO or G-tube,1
28437,198,Dilaudid,NG-tube,1
28438,196,aspirin,NG or OG,1
28439,195,aspirin,NG-tube,1
28440,195,folic acid,Feeding,1
28441,195,amiodarone,NG or OG,1
28442,195,amLODIPine,NG or OG,1
28443,198,Plavix,PO or OG,1
28444,195,famotidine,PO or PEG,1
28445,196,Pepcid,PEG-tube,1
28446,198,warfarin,PO or OG,1
28447,197,Reglan,Feeding,1
28448,144,REGLAN,PEG,1
28449,141,carvedilol,PO,1
28450,266,FERROUS SULFATE,TUBE,1
28451,157,LISINOPRIL 5 MG TAB,JPEG,1
28452,157,AMIODARONE 200 MG TAB,Ostomy,1
28453,102,FOLIC ACID,NG,1
28454,199,senna (SENOKOT) 1 Tab,GTUBE,1
28455,425,PHYTONADIONE,NG,1
28456,167,ASPIRIN 81 MG EC TAB,FT,1
28457,157,ASPIRIN (BABY ASA) 81 MG TAB,PR,1
28458,140,ASPIRIN CHEWABLE,PEG,1
28459,154,ASPIRIN 325MG TAB,JTUBE,1
28460,206,aspirin chew tab 81 mg,PEGTUBE,1
28461,152,ASPIRIN (BABY ASA) 81 MG TAB,PEG,1
28462,202,aspirin chew tab 81 mg,GTUBE,1
28463,264,ASPIRIN EC,TUBE,1
28464,167,ASPIRIN 325 MG EC TAB,PR,1
28465,154,ASPIRIN 81 MG EC TAB,PEG,1
28466,142,MIRALAX,PEJ,1
28467,279,POLYETHYLENE GLYCOL,G-TUBE,1
28468,282,POTASSIUM CHLORIDE SA,PO,1
28469,275,FOLIC ACID,G-TUBE,1
28470,151,TAMSULOSIN 0.4 MG CAP,PO,1
28471,155,TAMSULOSIN 0.4 MG CAP,JTUBE,1
28472,154,MILK OF MAGNESIA UD LIQ 30 ML,PEG,1
28473,167,MILK OF MAGNESIA UD LIQ 30 ML,FT,1
28474,176,THIAMINE 100 MG TAB,NG,1
28475,227,THIAMINE,NG,1
28476,425,THIAMINE HCL,NG,1
28477,157,THIAMINE 100 MG TAB,PEG,1
28478,264,ATENOLOL,NG,1
28479,266,ATENOLOL,ORAL,1
28480,79,MULTIVITAMINS,PO/NG,1
28481,262,MULTIVITAMIN,TUBE,1
28482,140,LASIX,NG,1
28483,154,FUROSEMIDE 20 MG TAB,GTUBE,1
28484,144,LASIX,PEG,1
28485,167,FUROSEMIDE 20 MG TAB,NG,1
28486,227,FUROSEMIDE,GT,1
28487,175,BUMETANIDE 0.25 MG/1ML 4ML SDV INJ,PO,1
28488,259,CITALOPRAM,PEG,1
28489,281,SPIRONOLACTONE,G-TUBE,1
28490,92,SPIRONOLACTONE,NG,1
28491,146,amLODIPine 5 MG TAB,GTUBE,1
28492,142,NEURONTIN,PEG,1
28493,141,PLAVIX,OGT,1
28494,165,CLOPIDOGREL 75 MG TAB,FT,1
28495,167,CLOPIDOGREL 75 MG TAB,GTUBE,1
28496,281,CLOPIDOGREL BISULFATE,NG-TUBE,1
28497,154,CLOPIDOGREL 75 MG TAB,NG,1
28498,165,LISINOPRIL 5 MG TAB,NG,1
28499,152,LISINOPRIL 5 MG TAB,FT,1
28500,158,LISINOPRIL 10 MG TAB,GTUBE,1
28501,282,NITROGLYCERIN,TOP,1
28502,165,FAMOTIDINE 20 MG TAB,GTUBE,1
28503,271,AZITHROMYCIN,IV,1
28504,227,AZITHROMYCIN,GT,1
28505,152,ASCORBIC ACID 500 MG TAB,Chewed,1
28506,152,PANTOPRAZOLE 40 MG EC TAB,NG,1
28507,63,FOLIC ACID 1 MG PO TABS,PER G TUBE,1
28508,244,FUROSEMIDE 20 MG PO TABS,PER TUBE,1
28509,68,AMIODARONE HCL 200 MG PO TABS,PER NG TUBE,1
28510,245,SERTRALINE HCL 50 MG PO TABS,PER TUBE,1
28511,73,ASPIRIN 81 MG PO CHEW,PER J TUBE,1
