,drug,ndc,route,count
14868,Dexamethasone,63323016501,IV BOLUS,1
14869,Dexamethasone,00054818125,NG,1
14870,Dexamethasone,00054817625,ORAL,1
14871,Dexamethasone,00054818125,ORAL,1
14872,Dexamethasone,00054317644,ORAL,1
14873,Dexamethasone,00641036725,PO,1
14874,Dexamethasone,63323016501,PO/NG,1
14875,Dexamethasone,54569122400,RIGHT EAR,1
14876,Dexamethasone,00998061505,RIGHT EAR,1
14877,Dexamethasone,60432046608,TP,1
14878,Dexamethasone ,00998061505,RIGHT EAR,1
14879,Dexamethasone Intensol,00054317644,ORAL,1
14880,Dexamethasone Ophthalmic Soln 0.1%,00998061505,AD,1
14881,Dexamethasone Ophthalmic Susp 0.1%,00998061505,AS,1
14882,Dexamethasone Ophthalmic Susp 0.1%,00998061505,RIGHT EYE,1
14883,Dexamethasone Oral ,60432046608,ORAL,1
14884,Dexamethasone Sod Phosphate,63323016501,IV BOLUS,1
14885,Dexmedetomidine,67457025102,IV,1
14886,Dexmedetomidine,67457025102,PB,1
14887,Dexrazoxane,00013872789,IV,1
14888,Dextroamphetamine,00555097102,ORAL,1
14889,Dextroamphetamine,66993059402,PO,1
14890,Dextroamphetamine,00555095202,PO/NG,1
14891,Dextroamphetamine Spansules *NF*,00007351215,PO,1
14892,Dextromethorphan,63824017663,PO/NG,1
14893,Dextromethorphan,54569105100,PO/NG,1
14894,Dextromethorphan Polistirex,54569105100,NG,1
14895,Dextromethorphan-,61787006204,PO,1
14896,Dextromethorphan-Guaifenesin ,61787006204,PO/NG,1
14897,Dextrose,00409751716,IV,1
14898,Dextrose,76329330101,IV,1
14899,Dextrose 10% in Water (D10W),00338002304,IMPELLA,1
14900,Dextrose 10% in Water (D10W),00338002304,IV DRIP,1
14901,Dextrose 20% (*Glass Bottle*),00409793519,IMPELLA,1
14902,Dextrose 5%,00338001704,IMPELLA,1
14903,Dextrose 50%,00409490234,IP,1
14904,Dextrose 50% in Water (D50W),00409793519,IMPELLA,1
14905,Diamox Sequels,68084040121,ORAL,1
14906,Diastat AcuDial,00187065920,PR,1
14907,Diazepam,51079028420,G TUBE,1
14908,Diazepam,51079028620,IV,1
14909,Diazepam,00054318863,PO/NG,1
14910,Diazepam,00409127332,PR,1
14911,Diazepam,51079028520,VG,1
14912,Diazepam,51079028620,VG,1
14913,Diazepam,63739007310,VG,1
14914,Diazepam *NF*,51079028620,PO/NG,1
14915,Diazepam - CIWA protocol,00172392760,NG,1
14916,Diclofenac Sodium,00781178501,ORAL,1
14917,Diclofenac Sodium,58768010002,OS,1
14918,Dicyclomine,54569041702,ORAL,1
14919,Diflucan,59762503001,ORAL,1
14920,DigiFab,50633012011,IV,1
14921,Digox,24987024256,ORAL,1
14922,Digoxin,00173024256,G TUBE,1
14923,Digoxin,00641141035,IJ,1
14924,Digoxin,00173024956,J TUBE,1
14925,Digoxin,24987024956,NG,1
14926,Digoxin,00641141035,PO,1
14927,Digoxin,00904592261,PO,1
14928,Digoxin (Elixir),00054819216,PO,1
14929,Dilantin,00071036940,PO,1
14930,Dilantin Extended,00071036240,PO,1
14931,Dilaudid,42858030416,ORAL,1
14932,Dilaudid,00409131230,ORAL,1
14933,Dilt,00258368990,ORAL,1
14934,Dilt,00258368790,ORAL,1
14935,Dilti,00258368890,PO/NG,1
14936,Diltia,55390056605,IV,1
14937,Diltia,62037069790,PO,1
14938,Diltia,00258368790,PO/NG,1
14939,Diltia,00258368890,PO/NG,1
14940,Diltiaz,10019051002,IV,1
14941,Diltiaz,00258368790,ORAL,1
14942,Diltiaz,00258368790,PO,1
14943,Diltiaz,00088177849,PO,1
14944,Diltiaz,00258369090,PO/NG,1
14945,Diltiaze,00258368790,PO,1
14946,Diltiaze,00258368890,PO/NG,1
14947,Diltiaze,00258368790,PO/NG,1
14948,Diltiazem,00641601410,IV,1
14949,Diltiazem,17478093705,IV DRIP,1
14950,Diltiazem,00409117101,IV DRIP,1
14951,Diltiazem,63739008010,NG,1
14952,Diltiazem,00409117102,PB,1
14953,Diltiazem,00456261390,PO,1
14954,Diltiazem,10019051002,PO,1
14955,Diltiazem,00093031901,PO,1
14956,Diltiazem,00258368890,PO,1
14957,Diltiazem,62037069790,PO,1
14958,Diltiazem,54868497000,PO,1
14959,Diltiazem,60687019501,PO/NG,1
14960,Diltiazem,00258369090,PO/NG,1
14961,Diltiazem Extended-Release,00456261490,NG,1
14962,Diltiazem HCl,00088177849,ORAL,1
14963,Dimethyl Sulfoxide,67457017750,TP,1
14964,Diphenhist,00121048910,ORAL,1
14965,Diphenhyd,00641037625,IM,1
14966,Diphenhyd,00121048910,PO,1
14967,Diphenhyd,17714002001,PO,1
14968,Diphenhyd,00904530661,PO/NG,1
14969,DiphenhydrAMINE,00182616840,IV,1
14970,DiphenhydrAMINE,17714002001,NG,1
14971,DiphenhydrAMINE,00121048910,OG,1
14972,DiphenhydrAMINE,00641037625,SC,1
14973,Diphenhydramine HCl,00641037625,IM,1
14974,Dipivefrin 0.1% ,00023920810,BOTH EYES,1
14975,Dipivefrin 0.1% ,00023920810,LEFT EYE,1
14976,Dipyridamole-Aspirin,00597000160,ORAL,1
14977,Dival,00245018001,PO,1
14978,Divalp,68084031301,PO,1
14979,Divalproe,16590064830,PO,1
14980,Divalproe,51079076708,PO,1
14981,Divalproex,51079076708,ORAL,1
14982,Divalproex,57237004801,PO,1
14983,Divalproex,51079076608,PO,1
14984,Divalproex ,68084077601,PO,1
14985,Divalproex ,00074621211,PO,1
14986,Divalproex ,68084031301,PO,1
14987,Divalproex ,57237004701,PO,1
14988,Divalproex ,00245018201,PO,1
14989,Divalproex ,00074621511,PO,1
14990,Divalproex ,62756079688,PO,1
14991,Divalproex ,00074382611,PO,1
14992,Divalproex ,51079076608,PO,1
14993,Divalproex (DELayed Release),60687021121,PO,1
14994,Divalproex (DELayed Release),00074568216,PO,1
14995,Divalproex (DELayed Release),51079076708,PO,1
14996,Divalproex (DELayed Release),00121467555,PO,1
14997,Divalproex (EXTended Release),68084077601,PO,1
14998,Divalproex (EXTended Release),00245018201,PO,1
14999,Divalproex Sod. Sprinkles,00074611411,OG,1
15000,Divalproex Sodium ER,00074621511,PO,1
15001,Do,00121054410,PO/NG,1
15002,Do,00904224461,PO/NG,1
15003,Doc,00121054410,PO/NG,1
15004,Docu,00121054410,NG,1
15005,Docu,00904224461,PO,1
15006,Docu,00121054410,PO,1
15007,Docus,00121054410,NG,1
15008,Docusa,57896042101,PO/NG,1
15009,Docusat,57896042101,PO/NG,1
15010,Docusate ,00121054410,G TUBE,1
15011,Docusate ,00904645561,PO/NG,1
15012,Docusate So,00121054410,PO/NG,1
15013,Docusate Sod,00121054410,PO/NG,1
15014,Docusate Sod,00904224461,PO/NG,1
15015,Docusate Sodium,57896042101,G TUBE,1
15016,Docusate Sodium,00121054410,G TUBE,1
15017,Docusate Sodium,00121054410,J TUBE,1
15018,Docusate Sodium,00904224461,PO/OG,1
15019,Docusate Sodium,00121054410,PO/OG,1
15020,Docusate Sodium (Liquid),00121054410,AD,1
15021,Docusate Sodium (Liquid),00121054410,AS,1
15022,Docusate Sodium (Liquid),00121054410,BOTH EARS,1
15023,Docusate Sodium (Liquid),00904224461,NG/OG,1
15024,Docusate Sodium (Liquid),50383077111,NG/OG,1
15025,Docusate Sodium (Liquid),50383077111,PO,1
15026,Docusate Sodium (Liquid),57896042101,PO,1
15027,Dolasetron Mesylate I.V.,00088120806,IV,1
15028,Donepezil,62856024541,G TUBE,1
15029,Donepezil,62856024541,J TUBE,1
15030,Donepezil,59762024603,NG,1
15031,Donepezil,00904624261,NG,1
15032,Donepezil,00904640961,NG,1
15033,Dornase alfa,50242010039,IP,1
15034,Dorzolamide,00006351936,LEFT EYE,1
15035,Dorzolamide 2% Ophth. Soln.,60505056701,OU,1
15036,Dorzolamide 2%/Timolol 0.5% Ophth.,61314003002,OS,1
15037,Dorzolamide 2%/Timolol 0.5% Ophth.,60505056802,OU,1
15038,Dorzolamide 2%/Timolol 0.5% Ophth.,50383023310,OU,1
15039,Dorzolamide 2%/Timolol 0.5% Ophth.,00006362836,OU,1
15040,Dorzolamide-Timolol,50383023310,OU,1
15041,Dostinex,00013700112,ORAL,1
15042,Doxazosin,00904552461,NG,1
15043,Doxepin HCl,51079043620,NG,1
15044,Doxercalciferol,64894082550,ORAL,1
15045,Doxycycline,00677059802,ORAL,1
15046,Doxycycline ,50268027815,PO,1
15047,Doxycycline Hyclate,63323013011,IL,1
15048,Doxycycline Hyclate,63323013011,IP,1
15049,Doxycycline Hyclate,63323013011,PB,1
15050,Doxycycline Hyclate,55390011010,PO,1
15051,Doxycycline Hyclate,60687011821,PO/NG,1
15052,Doxycycline Hyclate Desensitization,63323013011,IV,1
15053,Doxycycline Monohydrate,52959005500,ORAL,1
15054,Dronedarone,00024414260,NG,1
15055,Droperidol,00074118701,IV,1
15056,Dulcolax (bisacodyl),00536338101,AC,1
15057,Duloxe,00002324033,PO,1
15058,Duloxetine,00002324033,PO/NG,1
15059,Duragesic,00781711155,TD,1
15060,Duragesic,00781711455,TD,1
15061,Durezol,00065924007,OD,1
15062,Durezol,00065924007,RIGHT EYE,1
15063,DynaCirc CR,00078022644,ORAL,1
15064,ENTAcapone,51079027303,PO,1
15065,EPINEPHrine,00409724101,IC,1
15066,EPINEPHrine,76329906100,PB,1
15067,EPINEPHrine ,42023016801,PR,1
15068,EPINEPHrine Auto Injector,49502050001,IM,1
15069,EPINEPHrine HCl (PF),54288010310,IV DRIP,1
15070,EPINEPHrine-Sodium Chloride,00409492134,IV,1
15071,ERYTHROMYCIN,24338013402,NG,1
15072,Ear Drops (carbamide peroxide),00904322035,AU,1
15073,Ecotrin,17714001110,ORAL,1
15074,Edecrin,25010020515,ORAL,1
15075,Edetate Calcium Disodium,99207024005,IV,1
15076,Edoxiban,65597020230,PO,1
15077,Efavirenz,00056047492,NG,1
15078,Efavirenz,00056051030,ORAL,1
15079,Efavirenz Oral Soln,00056047492,NG/OG,1
15080,Effexor XR,68084070901,ORAL,1
15081,Efudex,54868095101,TP,1
15082,Elimite,00023791560,TP,1
15083,Elmiron,00062980001,PO,1
15084,Emla Cream,00115146860,TP,1
15085,Emsam,49502090101,TD,1
15086,Emsam,49502090101,TRANSDERMAL,1
15087,Emsam,49502090230,TRANSDERMAL,1
15088,Emt,61958060201,PO,1
15089,Emtrici,61958060201,PO,1
15090,Emtricitabine,61958070101,PO,1
15091,Emtricitabine,61958060101,PO/NG,1
15092,Emtricitabine Oral Solution,61958060201,NG/OG,1
15093,Emtricitabine-Tenofovir (Truvada),61958070101,G TUBE,1
15094,Emtricitabine-Tenofovir (Truvada),61958070101,ORAL,1
15095,Emtricitabine-Tenofovir (Truvada),61958060201,PO,1
15096,Emtricitabine-Tenofovir (Truvada),61958070101,PO/NG,1
15097,Enalapril,00093002610,PO,1
15098,Endometrin (Progesterone),17478076610,VG,1
15099,Enox,00075062280,SC,1
15100,Enoxap,00703856023,SC,1
15101,Enoxapa,00075062160,SC,1
15102,Enoxapar,00075291201,SC,1
15103,Enoxapari,00075062160,SC,1
15104,Enoxaparin,63323056883,SC,1
15105,Enoxaparin,00075291201,SC,1
15106,Enoxaparin,00703856023,SC,1
15107,Enoxaparin,00075062301,SC,1
15108,Enoxaparin,63323056884,SC,1
15109,Enoxaparin ,00703856023,SC,1
15110,Enoxaparin (Prophylaxis),00703854023,IV,1
15111,Enoxaparin (Prophylaxis),63323056990,SC,1
15112,Enoxaparin Sodium,00548560400,SUBCUT,1
15113,Enoxaprin,00075062280,SC,1
15114,Entacapone,00078032705,PO,1
15115,Entecavir,65862084130,ORAL,1
15116,Entecavir Oral Solution,00003161112,PO,1
15117,Entocort EC,65483070210,PO,1
15118,Entocort EC,00186070210,PO,1
15119,Envarsus XR,68992301003,PO,1
15120,Ephed,66758000802,IV,1
15121,Ephedrin,17478051500,IM,1
15122,Ephedrin,17478051500,IV,1
15123,Ephedrine ,66758000802,IV,1
15124,Ephedrine Sulfate,66758000802,IV,1
15125,Ephedrine Sulfate (Pressors),17478041510,IV,1
15126,Ephedrine Sulfate (Pressors),17478051500,IV,1
15127,Epi,42023012225,IM,1
15128,Epi,00409492134,IV,1
15129,Epi,49502050001,SC,1
15130,EpiPen,49502050002,IV,1
15131,EpiPen 2-Pak,49502050002,IM,1
15132,Epin,49502050001,SC,1
15133,Epine,49502050001,IM,1
15134,Epinep,49502050002,IM,1
15135,Epinep,49502050002,SC,1
15136,Epineph,49502050001,IM,1
15137,Epineph,00409492134,SC,1
15138,Epinephr,49502050001,IM,1
15139,Epinephr,49502050001,SC,1
15140,Epinephri,49502050001,SC,1
15141,Epinephrin,00409492134,SC,1
15142,Epinephrine,00409724101,IM,1
15143,Epinephrine,49502050001,IV,1
15144,Epinephrine ,49502050002,IM,1
15145,Epinephrine ,00409724101,SC,1
15146,Epinephrine 1:1000,00409492134,SC,1
15147,Epinephrine 1:1000,00409492134,TP,1
15148,Epinephrine 1:1000,49502050002,TP,1
15149,Epinephrine Auto Injector,49502050001,SC,1
15150,Epinephrine Base,00409492134,IJ,1
15151,Epivir,00173066200,ORAL,1
15152,Epivir,00173047100,ORAL,1
15153,Epoe,55513014810,SC,1
15154,Epoet,55513014810,SC,1
15155,Epoetin,59676031001,SC,1
15156,Epoetin,55513014810,SC,1
15157,Epoetin ,55513047810,SC,1
15158,Epoetin Alfa,59676030301,IJ,1
15159,Epoetin Alfa,55513014410,IJ,1
15160,Epoetin Alfa,59676030201,IJ,1
15161,Epogen,55513012610,SC,1
15162,Epogen,55513026710,SC,1
15163,Epoprostenol,00173051900,IV DRIP,1
15164,Epoprostenol (Flolan) *NF*,00173051900,IH,1
15165,Epoprostenol (Veletri),66215040301,IV BOLUS,1
15166,Eptifibatide,55150021910,IV,1
15167,Eptifibatide,00085113601,PB,1
15168,Ertapenem Sodium,00006384371,IM,1
15169,Ery-Tab,24338012213,ORAL,1
15170,Erythr,00074636902,PO,1
15171,Erythro,00074636902,PO,1
15172,Erythrom,00074636902,PO,1
15173,Erythromyc,00074636902,PO,1
15174,Erythromycin,24208091019,BOTH EYES,1
15175,Erythromycin,00074630413,ORAL,1
15176,Erythromycin,00904792638,OU,1
15177,Escita,51079054320,PO/NG,1
15178,Escital,00904642661,PO/NG,1
15179,Escitalopram,00456201063,PO,1
15180,Escitalopram,68084061701,PO/NG,1
15181,Escitalopram Oxalate,00456201063,G TUBE,1
15182,Escitalopram Oxalate,51079054320,NG,1
15183,Esmolol,10019012001,IV,1
15184,Esmolol,10019012001,IV DRIP,1
15185,Esmolol,67457065810,IV INFUSION,1
15186,Esmolol,10019005561,PB,1
15187,Esomeprazole,60505006500,PO,1
15188,Estra,00591052801,PO,1
15189,Estraderm,52544047108,TD,1
15190,Estraderm,00083232062,TD,1
15191,Estradi,00591052801,PO,1
15192,Estradiol,00078036545,TD,1
15193,Estradiol,00078034445,TD,1
15194,Estradiol 0.05mg/day Patch,00078034445,TP,1
15195,Estradiol Transdermal Patch,50419045204,TD,1
15196,Estradiol Transdermal Patch,00078034445,TRANSDERMAL,1
15197,Estradiol Transdermal Patch,00078036545,TRANSDERMAL,1
15198,Estradiol-Norethindrone Acet,00169517401,ORAL,1
15199,Estratest,00032102601,ORAL,1
15200,Estratest H.S.,00032102301,ORAL,1
15201,Estrogens ,00046110281,PO,1
15202,Ethambutol HCl,54879000200,PO,1
15203,Ethambutol HCl,68180028001,PO,1
15204,Ethanol (Ethyl Alcohol),00517857110,IJ,1
15205,Ethanol 70% Catheter DWELL,00517857510,LOCK,1
15206,Ethosuximide,00071241823,ORAL,1
15207,Ethyl Chloride,00247108052,AERO,1
15208,Etoposide,00015309520,IV DRIP,1
15209,Etoposide,00015309145,ORAL,1
15210,Etoposide PHOSPHATE,00015340420,IV,1
15211,Etoposide Phosphate,00015340420,IV,1
15212,Eucerin,54162060002,TP,1
15213,Evista,00002416530,J TUBE,1
15214,Evista,00002418430,ORAL,1
15215,Exelon,00078032306,PO,1
15216,Exelon,51991079306,PO,1
15217,Exelon (rivastigmine) 9.5 mg patch,00078050215,TD,1
15218,Exemestane,00009766304,NG,1
15219,Ezetimibe,66582041428,NG,1
15220,Ezetimibe,66582041428,ORAL,1
15221,FLAGYL,68084096601,PO,1
15222,FLOMAX,00904640161,PO,1
15223,FLOmax,00904640161,ORAL,1
15224,FLUC60L,68258912401,PO,1
15225,FLUCONAZOLE,57237000511,ORAL,1
15226,FLUoxetine,31722090301,ORAL,1
15227,FLUoxetine,54838052340,ORAL,1
15228,FLUoxetine,00093610812,PO,1
15229,FLUoxetine,00121072104,PO,1
15230,FLUoxetine Oral Liquid,00093610812,PO/NG,1
15231,Factor 9 Complex,68516320003,IV,1
15232,Factor IX Complex,68516320003,IV,1
15233,Famcic,00054019813,ORAL,1
15234,Famcic,00054019713,ORAL,1
15235,Famciclovir,00054019813,ORAL,1
15236,Famotidine,00006096328,IV,1
15237,Famotidine,00006096328,NG,1
15238,Famotidine,51079096620,OG,1
15239,Famotidine (PO),51079096620,NG,1
15240,Famotidine (PO),00172572860,PO,1
15241,Famvir,00054019813,ORAL,1
15242,Felod,53489036801,PO,1
15243,Felodi,53489036801,PO,1
15244,Felodip,00603358121,PO,1
15245,Fenofibrate,51079060820,PO/NG,1
15246,Fentanyl,10019003867,IV,1
15247,Fentanyl,10019003783,IV DRIP,1
15248,Fentanyl,00781710955,TD,1
15249,Fentanyl ,00781711355,TD,1
15250,Fentanyl Citrate,63459054128,BUCCAL,1
15251,Fentanyl Citrate,00409909461,IT,1
15252,Fentanyl Citrate,00409909425,IT,1
15253,Fentanyl Citrate,00409909335,IV,1
15254,Fentanyl Citrate,00641602510,IV,1
15255,Fentanyl Citrate,00409909332,IV DRIP,1
15256,Fentanyl Citrate,10019003539,IV DRIP,1
15257,Fentanyl PCA,10019003473,IV,1
15258,Fentanyl PCA,00641111834,IV DRIP,1
15259,Fentanyl Patch,00781711155,TD,1
15260,Fentanyl Patch,00781711455,TD,1
15261,Fentanyl Patch,60505700902,TP,1
15262,Ferrous,00245005301,ORAL,1
15263,Ferrous,00121053005,PO/NG,1
15264,Ferrous Fumarate,00182402889,ORAL,1
15265,Ferrous Gluconate,00121053005,PO,1
15266,Ferrous Sulfate,00121053005,G TUBE,1
15267,Ferrous Sulfate,00904759161,NG,1
15268,Ferrous Sulfate,00904098950,PO/NG,1
15269,Ferrous Sulfate (Liquid),00182402889,PO,1
15270,Fexofe,51079052920,PO,1
15271,Fexofen,66993010702,PO,1
15272,Fexofenadine,51079052920,G TUBE,1
15273,Fidaxomicin,52015008001,ORAL,1
15274,Filgrastim,55513054610,PB,1
15275,Filgrastim,61314030410,SC,1
15276,Filgrastim,61314032610,SC,1
15277,Filgrastim (Neupogen),55513053010,SC,1
15278,Finast,00006007131,PO,1
15279,Finaste,00006007131,PO,1
15280,Finasteride,51079032120,J TUBE,1
15281,Finasteride,68084024711,NG,1
15282,Finasteride,51079032120,PO/NG,1
15283,Fioricet,68084039665,ORAL,1
15284,Fiorinal,00591321901,ORAL,1
15285,Firvanq,65628020810,ORAL,1
15286,Fish,68094010961,PO,1
15287,Fish Oil (Omega 3),07610017120,PO,1
15288,Flecainide,29336030510,ORAL,1
15289,Flecainide,53746064101,PO,1
15290,Fleet,11917007645,PR,1
15291,Fleet ,11917007645,PR,1
15292,Fleet Phospho-Soda,00132010915,PR,1
15293,Flonase,00054327099,NU,1
15294,Flovent,00173049900,IH,1
15295,Flovent Diskus,00173049900,INHALATION,1
15296,Flovent HFA,00173049900,IH,1
15297,Flovent HFA 220mcg,00173049900,INHALATION,1
15298,Floxin,63395010105,AD,1
15299,Fluco,00904650161,PO/NG,1
15300,Fluconazole,59762503001,G TUBE,1
15301,Fluconazole,55111014330,NG,1
15302,Fluconazole,00904650161,NG,1
15303,Fluconazole,00172541310,ORAL,1
15304,Fluconazole,59762501601,ORAL,1
15305,Fluconazole,36000000206,PB,1
15306,Fluconazole,36000000306,PB,1
15307,Fluconazole,00409468802,PO,1
15308,Fluconazole,57237000511,PO,1
15309,Fluconazole,00703102930,PO,1
15310,Fluconazole,00172541211,PO,1
15311,Fluconazole (Self Med),00378252093,PO/NG,1
15312,Fluconazole Suspension,59762503001,PO,1
15313,Flucytosine,00187355410,IV,1
15314,Flucytosine,68258912401,PO,1
15315,Flucytosine Suspension,64980017901,G TUBE,1
15316,Flucytosine Suspension,64980017901,NG,1
15317,Fludrocortisone,00115703301,ORAL,1
15318,Fludrocortisone Acetate,00115703301,NG,1
15319,Flunisolide Inhaler,00456067299,IN,1
15320,Fluocinolone,00168006460,TP,1
15321,Fluocinolone,00168006060,TP,1
15322,Fluocinolone Acetonide 0.025% Cream,00713070960,TP,1
15323,Fluocinonide ,00093026492,TP,1
15324,Fluocinonide ,51672126403,TP,1
15325,Fluorescein,00065009265,IT,1
15326,Fluorouracil,63323011710,IV DRIP,1
15327,Fluoxetine,00777310402,NG,1
15328,Fluoxetine,00777512058,ORAL,1
15329,Fluoxetine,00093435693,ORAL,1
15330,Fluoxetine,00093610812,PO,1
15331,Fluoxetine Oral Liquid,00093610812,PO/NG,1
15332,Fluphenazine,00003056902,IM,1
15333,Fluphenazine,55390046505,IM,1
15334,Fluphenazine,00003080110,IM,1
15335,Fluphenazine,63323027205,IM,1
15336,Fluphenazine DECANOATE,55390046505,SC,1
15337,Flurazepam,51079030220,ORAL,1
15338,Flurazepam,51079030320,ORAL,1
15339,Flurazepam,00143336701,ORAL,1
15340,Fluticasone,00173071920,IH,1
15341,Fluticasone ,00173071920,IH,1
15342,Fluticasone Propionate 110mcg,00054327099,IH,1
15343,Fluticasone Propionate 110mcg,00173071920,INHALATION,1
15344,Fluticasone Propionate 110mcg,00173071920,PO,1
15345,Fluticasone Propionate NASAL,00054327099,IN,1
15346,Fluticasone-Salmeterol,00173069602,IH,1
15347,Fluticasone-Salmeterol Diskus (250/50) ,00173069604,PO,1
15348,Fluva,00078017605,ORAL,1
15349,Fluvoxamine,51079099220,PO/NG,1
15350,Fluvoxamine ,63672105002,PO,1
15351,Fluvoxamine Maleate,51079099220,PO,1
15352,FoLIC ,63323018410,PO/NG,1
15353,FoLIC ,62584089701,PO/NG,1
15354,FoLIC Acid,51079004120,NG,1
15355,FoLIC Acid,63739053710,PO,1
15356,FoLIC Acid,63323018410,PO/NG,1
15357,Folic Acid,00182050789,ORAL,1
15358,Folic Acid,62584089701,PO,1
15359,Fomepizole,00517071001,IV,1
15360,Fondaparin,00007323411,SC,1
15361,Fondaparinux,55111068010,SC,1
15362,Fondaparinux,67457058304,SC,1
15363,Foradil Aerolizer,00085140201,IN,1
15364,Formalin 1%,49452319501,IR,1
15365,Formoterol 20 mcg,00085140101,INHALATION,1
15366,Formoterol Fumarate,00085140201,IN,1
15367,Forteo,00002897101,SUBCUT,1
15368,Fosamprenavir,00173072100,G TUBE,1
15369,Fosaprepitant,00006394132,IJ,1
15370,Fosinopril,00087120213,ORAL,1
15371,Fosphenytoin,00071400705,IM,1
15372,Fosphenytoin Sodium,00071400810,IV,1
15373,Fulvestrant (Faslodex),00310072010,IM,1
15374,Furo,00409610204,IV,1
15375,Furos,00409610204,IV,1
15376,Furosemi,00517570225,IV,1
15377,Furosemid,36000028325,IH,1
15378,Furosemid,00409610204,IH,1
15379,Furosemide,00517570425,IM,1
15380,Furosemide,00517570425,INHALATION,1
15381,Furosemide,63323028004,IV DRIP,1
15382,Furosemide,00182117089,J TUBE,1
15383,Furosemide ,36000028325,IH,1
15384,Furosemide Desensitization,00409610210,IV DRIP,1
15385,Furosemide Solution,00054329446,PO/NG,1
15386,Furosemide in 0.9% Sodium Chloride,00409610204,IH,1
15387,Furosemide-Heart Failure,23155047342,IV,1
15388,GLUL100I,00088250033,SC,1
15389,Gaba,00172438210,PO/NG,1
15390,Gabapen,00172438210,PO/NG,1
15391,Gabapentin,00071201223,J TUBE,1
15392,Gabapentin,60505011300,NG,1
15393,Gabapentin,60505011400,NG,1
15394,Gabapentin,00172438110,NG,1
15395,Gabapentin,00904666661,NG,1
15396,Gabapentin,00172438210,ORAL,1
15397,Gabapentin,00904666761,PO,1
15398,Gabapentin,63739037610,PR,1
15399,Gabapentin (Liquid),50383031147,NG,1
15400,Gabapentin (Liquid),59762502501,PO,1
15401,Gabapentin (Neurontin Brand),00172438210,PO/NG,1
15402,Gam,13533080071,IV,1
15403,GammaGARD Liquid,00944270007,SUBCUT INFUSION,1
15404,Gamunex-C 10%,13533080024,IV,1
15405,Gamunex/GammaKED,76125090010,IV,1
15406,Ganciclovir,63323031510,INTRAVITREAL,1
15407,Gatifloxacin,54868479700,RIGHT EYE,1
15408,Gemcitabine,25021020810,IV,1
15409,Gemtuzumab Ozogamicin,00008451001,IJ,1
15410,Gemtuzumab Ozogamicin,00008451001,IV BOLUS,1
15411,GenTeal  Mild to Moderate,58768078815,OU,1
15412,GenTeal Gel,58768078815,BOTH EYES,1
15413,GenTeal PM,58768078815,OU,1
15414,GenTeal Severe,58768078815,OU,1
15415,Genta,61314063305,OU,1
15416,Gentak,17478028435,OU,1
15417,Gentamicin,00338051141,IRR,1
15418,Gentamicin,00409120703,IV,1
15419,Gentamicin,17478028435,OU,1
15420,Gentamicin,00338051141,PB,1
15421,Gentamicin 0.3% Ophth. Soln,61314063305,OS,1
15422,Gentamicin Intraventricular,63323017302,IP,1
15423,Gentamicin Sulf. Ophth. Soln,61314063305,LEFT EYE,1
15424,Gentamicin Sulfate,00409120703,IM,1
15425,Gentamicin Sulfate,00409120703,IP,1
15426,Gentamicin Sulfate,54868410300,IVS,1
15427,Gentamicin Sulfate Ophth. Ointment,17478028435,BOTH EYES,1
15428,Geodon,00049396041,ORAL,1
15429,Gilteritinib *NF*,00469142590,PO,1
15430,Glatopa,68546031730,SUBCUT,1
15431,Gleevec,00078064930,ORAL,1
15432,Gleevec,00078040134,PO,1
15433,Glipi,59762503101,PO,1
15434,GlipiZ,59762503201,PO,1
15435,GlipiZ,59762503301,PO,1
15436,GlipiZ,59762503301,PO/NG,1
15437,GlipiZID,59762503201,PO/NG,1
15438,GlipiZIDE,00172364910,NG,1
15439,GlipiZIDE,59762503301,PO/NG,1
15440,Glipizide,51079081120,ORAL,1
15441,Glipizide,51079081020,ORAL,1
15442,Glipizide,51079081120,PO,1
15443,Gluca,55390000401,IM,1
15444,Glucarpidase,50633021011,IV,1
15445,Glucose Gel,38396055018,IM,1
15446,Glumetza,51079097220,ORAL,1
