,drugname,routeadmin,count
7648,ZOFRAN,See Instruct,1
7649,nitroglycerin,Oral,1
7650,gabapentin,J-Tube,1
7651,metoprolol tartrate,Other,1
7652,ATORVASTATIN CALCIUM 20 MG PO TABS,Oral Gastric Tube,1
7653,GABAPENTIN 300 MG PO CAPS,Oral Gastric Tube,1
7654,phenylephrine,Nasal,1
7655,Dextrose 5% SSO,PO,1
7656,FLOMAX,PEG,1
7657,CARVEDILOL 3.125 MG PO TABS,Gastric Tube (PEG),1
7658,PROPOFOL 10 MG/ML IV EMUL,IntraVENOUS,1
7659,SODIUM PHOSPHATE,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
7660,BUMETANIDE,IV (injection)                                                                                      ,1
7661,LEVAQUIN,PO (oral)                                                                                           ,1
7662,LEVOFLOXACIN 750 MG PO TABS,Per J Tube,1
7663,MORPHINE,PER,1
7664,ONDANSETRON 4mg/2ml INJ,Right Ear,1
7665,HEPARIN,IV CONT,1
7666,LACTATED RINGERS,JT,1
7667,albuterol,IMP,1
7668,predniSONE,PO or NG,1
7669,Sodium Chloride 0.9%  SSO,IPL,1
7670,ACETAMINOPHEN,Oral,1
7671,FUROSEMIDE 20 MG TAB,SVN,1
7672,NALOXONE HCL,IV - brief infusion (injection)                                                                     ,1
7673,Reglan,Intravenous,1
7674,METOCLOPRAMIDE HCL 10 MG PO TABS,Nasogastric Tube,1
7675,HALOPERIDOL,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
7676,GABAPENTIN,FT,1
7677,KAYEXALATE,Per enteric tube (oral)                                                                             ,1
7678,Dextrose 50%,IRR,1
7679,NITROGLYCERIN,ORAL,1
7680,vancomycin,PR,1
7681,FERROUS SULFATE,OG,1
7682,GLYCOPYRROLATE,IV (injection)                                                                                      ,1
7683,HEPARIN (PORCINE)  1000 UNIT/ML INJ SOLN,Top,1
7684,"RINGERS SOLUTION,LACTATED",IV - continuous infusion (intravenous)                                                              ,1
7685,ACETAMINOPHEN,PO                                                                                                  ,1
7686,DILAUDID,IV - continuous infusion (intravenous)                                                              ,1
7687,DIAZEPAM,JTUBE,1
7688,clonazePAM,GTT,1
7689,LIDOCAINE HCL 2%,MISC,1
7690,SODIUM CHLORIDE 0.9 % IV 250 ML BAG,BLADDER INST,1
7691,LOPRESSOR,OGT,1
7692,DOCUSATE SODIUM,TOPICAL,1
7693,DOCUSATE SODIUM,TOPL,1
7694,metoprolol (LOPRESSOR) tab 12.5 mg,TF,1
7695,METOPROLOL TARTRATE 50 MG PO TABS,Per J Tube,1
7696,DEXAMETHASONE,SC,1
7697,CLONIDINE HCL,NG-TUBE,1
7698,FERROUS SULFATE 325 MG TAB,NG,1
7699,CARVEDILOL,GT,1
7700,Sodium Chloride 0.9%,Irrigation,1
7701,AMLODIPINE,NG/PO,1
7702,hydrALAZINE 20 MG/1 ML 1 ML INJ,JPEG,1
7703,IBUPROFEN,PO/NG,1
7704,OXYCODONE IR,GTUBE,1
7705,LORAZEPAM,PO/SL,1
7706,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,Arterial,1
7707,SODIUM CHLORIDE 0.9% 250 ML LVP,NG,1
7708,HALOPERIDOL LACTATE,TUBE,1
7709,VANCOCIN,REC,1
7710,NORMAL SALINE FLUSH,KIDOGT,1
7711,HYDRALAZINE,GT,1
7712,MEROPENEM 500 MG IV SOLR,IM,1
7713,SENNOSIDES,TUBE,1
7714,SENNOSIDES,NGTUBE,1
7715,SENOKOT-S TAB,JTUBE,1
7716,TAMSULOSIN,GTUBE,1
7717,ATORVASTATIN 20 MG TAB,JTUBE,1
7718,metoCLOPRAMIDE 5 MG/1ML 2ML SDV INJ,IRR,1
7719,PRAVASTATIN SODIUM 40 MG PO TABS,Per G Tube,1
7720,BUMEX,PEG,1
7721,ALPRAZOLAM 0.5 MG PO TABS,PER NG TUBE,1
7722,KLONOPIN,OGT,1
7723,acetaminophen (TYLENOL) tablet 650 mg,PER J TUBE,1
7724,lactulose,G-Tube,1
7725,Lipitor,PO or PEG,1
7726,1 ML  -  NALOXONE HCL 0.4 MG/ML IJ SOLN,NA,1
7727,50 ML SYRINGE : SODIUM BICARBONATE 8.4 % IV SOLN,OTHER,1
7728,EPINEPHrine,Regional,1
7729,Pepcid,IVPB,1
7730,NaCl 0.9% Bolus,Central Line,1
7731,4 ML  -  FUROSEMIDE 10 MG/ML IJ SOLN,IM,1
7732,glucagon,IM Deltoid,1
7733,succinylcholine,INJ,1
7734,Dextrose 50%,INJ,1
7735,atropine,IV Push,1
7736,GLUCOSE 40% GEL,TOPL,1
7737,CEFEPIME,INTRAVENOUS,1
7738,SODIUM CHLORIDE 0.9%,INTRAARTER,1
7739,ENOXAPARIN 40 MG/0.4 ML SYR,Transdermal,1
7740,ACETAMINOPHEN,G_TUBE,1
7741,KETOROLAC,ORAL,1
7742,cloNIDine,J TUBE,1
7743,PREDNISONE,PER_TUBE,1
7744,AMLODIPINE BESYLATE,OG,1
7745,SoluMedrol,IntraArticular,1
7746,ondansetron,I-vesical,1
7747,hydrALAZINE,Shunt,1
7748,Reglan,PEG-tube,1
7749,Norco 5 mg-325 mg,Rectal,1
7750,ALPRAZolam,PEG-tube,1
7751,Reglan,PO or G-tube,1
7752,Dilaudid,NG-tube,1
7753,folic acid,Feeding,1
7754,amLODIPine,NG or OG,1
7755,Plavix,PO or OG,1
7756,warfarin,PO or OG,1
7757,LISINOPRIL 5 MG TAB,JPEG,1
7758,AMIODARONE 200 MG TAB,Ostomy,1
7759,senna (SENOKOT) 1 Tab,GTUBE,1
7760,PHYTONADIONE,NG,1
7761,ASPIRIN EC,TUBE,1
7762,ASPIRIN 325 MG EC TAB,PR,1
7763,POTASSIUM CHLORIDE SA,PO,1
7764,MULTIVITAMINS,PO/NG,1
7765,CITALOPRAM,PEG,1
7766,CLOPIDOGREL BISULFATE,NG-TUBE,1
7767,AZITHROMYCIN,GT,1
7768,FUROSEMIDE 20 MG PO TABS,PER TUBE,1
7769,SPIRONOLACTONE 25 MG PO TABS,PER J TUBE,1
7770,LIPITOR,J Tube,1
7771,SERTRALINE HCL 50 MG PO TABS,PER J TUBE,1
7772,BUMETANIDE,DUODENAL,1
7773,Pepcid,NG,1
7774,QUEtiapine,NG-tube,1
7775,potassium CHLORIDE 10 mEq i,NG,1
7776,BISACODYL 10 MG RECT SUPP,Ostomy,1
7777,fentaNYL (PF) 50 MCG/1 ML 2 ML INJ,PO,1
7778,SODIUM CHLORIDE 0.9% 250 ML PB,IM,1
7779,SODIUM CHLORIDE 0.9% 500 ML PB,IV Push,1
7780,HumaLOG,IV,1
7781,DULCOLAX,See Instruct,1
7782,AMIODARONE,IV CONT,1
7783,SODIUM CHLORIDE 0.9% 50 ML PB,Intra-articular,1
7784,SODIUM CHLORIDE 0.9% 500 ML PB,N/A,1
7785,SODIUM CHLORIDE 0.9% 100 ML PB,EPID,1
7786,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IM,1
7787,ROCURONIUM,INTRAVEN,1
7788,AMLODIPINE BESYLATE,NOTE,1
7789,TRAZODONE,TOPL,1
7790,Plavix,Dophoff Tube,1
7791,aspirin,Central Line,1
7792,folic acid,GTUBE,1
7793,Lasix,Dophoff Tube,1
7794,Bumex,PegTube,1
7795,clopidogrel,NG,1
7796,Plavix,Feeding Tube,1
7797,Protonix,MISC,1
7798,Coreg,Dophoff Tube,1
7799,K-Dur 20,PegTube,1
7800,docusate sodium,NG,1
7801,glycopyrrolate,GTUBE,1
7802,ATORVASTATIN CALCIUM 10 MG PO TABS,GTT,1
7803,furosemide (LASIX) inj 40 mg,IM,1
7804,APRESOLINE,IM,1
7805,ANCEF,IM,1
7806,BUMINATE,See Instruct,1
7807,LIDOCAINE 1% PF,COSIG SUBQ,1
7808,LIDOCAINE 1%,INTRAVENOU,1
7809,Benadryl,MISC,1
7810,2 ml : fentanyl citrate 0.05 mg/ml ij soln,OTHER,1
7811,enoxaparin,Intravenous,1
7812,WARFARIN SODIUM 2.5 MG PO TABS,Per J Tube,1
7813,acetaminophen 325 mg po tabs,PER J TUBE,1
7814,MORPHINE SULFATE (PF) 2 MG/ML IV SOLN,SC,1
7815,HYDROCODONE-ACETAMINOPHEN 10-325 MG PO TABS,PER J TUBE,1
7816,HYDRALAZINE 20 MG/ML INJ SOLN,IM,1
7817,MIDAZOLAM 100 MG/100 ML NS,COSIG IV,1
7818,LIDOCAINE 1%,INHL,1
7819,cloNIDine,Route,1
7820,METOPROLOL TARTRATE,Route,1
7821,DILTIAZEM HCL,Route,1
7822,HALOPERIDOL,.ROUTE,1
7823,ALBUMIN HUMAN 5%,.ROUTE,1
7824,Heparin,X,1
7825,TORADOL,PEDIV,1
7826,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,PO,1
7827,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,IVPB,1
7828,WARFARIN SODIUM 4 MG PO TABS,PER J TUBE,1
7829,MIDAZOLAM 1 MG/1 ML 2ML MDV INJ,Left ear,1
7830,ZOLPIDEM TARTRATE 5 MG PO TABS,Dobhoff Tube,1
7831,methylPREDNISolone,GASTRIC TU,1
7832,predniSONE,J TUBE,1
7833,VANCOmycin 1 GM in NS 250 mL IVPB,IV Push,1
7834,MORPHINE 2 MG/ML SYRINGE : 1 ML SYRINGE,subCUT,1
7835,LEVOTHYROXINE SODIUM 50 MCG PO TABS,Dobhoff Tube,1
7836,LEVOTHYROXINE SODIUM 25 MCG PO TABS,Gastric Tube (PEG),1
7837,ALLOPURINOL 100 MG PO TABS,Nasogastric Tube,1
7838,SPIRONOLACTONE 25 MG PO TABS,Nasogastric Tube,1
7839,ATORVASTATIN CALCIUM 20 MG PO TABS,Gastric Tube (PEG),1
7840,METFORMIN HCL 500 MG PO TABS,Gastric Tube (PEG),1
7841,METOPROLOL TARTRATE 5 MG/5 ML IV SOLN,IntraVENOUS,1
7842,SIMVASTATIN 40 MG PO TABS,Dobhoff Tube,1
7843,ondansetron,Intramuscular,1
7844,heparin (porcine),Irrigation,1
7845,Potassium Chloride 20mEq/100ml SSO,IJ,1
7846,oxyCODONE,OG,1
7847,metroNIDAZOLE,J-Tube,1
7848,ceFAZolin,IntraMUSCULAR,1
7849,KETOROLAC TROMETHAMINE,PO (oral)                                                                                           ,1
7850,ROCEPHIN,IV - brief infusion (intravenous)                                                                   ,1
7851,BACITRACIN,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
7852,FLAGYL,Intravenous,1
7853,GLUCOSE,ZPYXVEND,1
7854,LEVAQUIN,Intravenous,1
7855,PROTONIX,PEDOGT,1
7856,NEURONTIN,OGT,1
7857,CARVEDILOL,NG_TUBE,1
7858,folic acid,Dophoff Tube,1
7859,vancomycin,Catheter lock,1
7860,ALLOPURINOL,ZPYXVEND,1
7861,EPINEPHrine,COSIG IV,1
7862,LIDOCAINE 1%,MIS,1
7863,TRAMADOL HCL,PEG,1
7864,ACETAMINOPHEN,Route,1
7865,HYDROMORPHONE,SEE CHART,1
7866,INSULIN ASPART,COSIG IV,1
7867,FERROUS SULFATE,COSIG PO,1
7868,POTASSIUM CHLORIDE,Route,1
7869,SODIUM CHLORIDE 0.45%,Intravenous,1
7870,SODIUM CHLORIDE FLUSH,HICKMAN,1
7871,ATORVASTATIN 40 MG TAB,Soak,1
7872,PREDNISONE 50 MG PO TABS,Per NG tube,1
7873,CETIRIZINE 10 MG ORAL TAB,G-tube (Gast,1
7874,ENOXAPARIN 40 MG/0.4 ML SYR,Soak,1
7875,HYDROmorphone 1 MG/1 ML SYR,IV Sedation,1
7876,ALTEPLASE   2 MG INJ RECON SOLN,Instillation,1
7877,METOCLOPRAMIDE HCL 10 MG PO TABS,Per G Tube,1
7878,1 EACH VIAL : ALTEPLASE 2 MG IJ SOLR,OTHER,1
7879,MAGNESIUM OXIDE 400 (241.3 MG) MG PO TABS,PER TUBE,1
7880,10 ML  -  HEPARIN SODIUM (PORCINE) 1000 UNIT/ML IJ SOLN,IP,1
7881,DIGOXIN 0.25 MG/1 ML 2 ML INJ,IVPB,1
7882,senna,OG-tube,1
7883,SENNOSIDES,PEG TUBE,1
7884,sodium bicarbonate,NG,1
7885,50 ML VIAL : SODIUM BICARBONATE 8.4 % IV SOLN,Irrigation,1
7886,Pepcid,ID,1
7887,MULTIVITAMINS,NG-TUBE,1
7888,BISACODYL,PO (oral)                                                                                           ,1
7889,BISACODYL 5 MG EC TAB,NG,1
7890,ALBUTEROL 2.5 MG/3 ML UD INH SOLN,PO,1
7891,SODIUM CHLORIDE,NGTUBE,1
7892,ASPIRIN,Oral,1
7893,aspirin,OG-tube,1
7894,ASPIRIN CHEWABLE,PEJ,1
7895,levothyroxine,IVP,1
7896,LEVOTHYROXINE SODIUM,JT,1
7897,NYSTATIN,NG,1
7898,NovoLOG,IVP,1
7899,ZOSYN 3.375 GRAM INJ,PO,1
7900,POLYETHYLENE GLYCOL,NG-TUBE,1
7901,POLYETHYLENE GLYCOL 3350 17 GRAM ORAL PWPK,G-Tube,1
7902,ePHEDrine,IntraMUSCULAR,1
7903,ePHEDrine,Intramuscular,1
7904,MIDODRINE HCL 5 MG PO TABS,NGT,1
7905,K-Dur 20,JTUBE,1
7906,potassium chloride,NG or OG,1
7907,potassium chloride,Eyes (both),1
7908,potassium CHLORIDE 40 MEQ INJ,IV Push,1
7909,POTASSIUM CHLORIDE  20 MEQ ORAL PACK,J-Tube,1
7910,FENTANYL,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
7911,GLUCOSE 15 GRAM/60 ML BQ LIQ,Otic,1
7912,FENTANYL,INTRAVENOU,1
7913,fentaNYL,Caudal,1
7914,docusate,OG-tube,1
7915,TRANDATE,IV (intravenous)                                                                                    ,1
7916,labetalol,PO or NG,1
7917,MILK OF MAGNESIA,See Instruct,1
7918,Milk of Magnesia,DEVICE,1
7919,hydroCORTisone  (PF) 100 MG INJ,Intrathecal,1
7920,THIAMINE HCL,PEG-TUBE,1
7921,THIAMINE HCL,JTUBE,1
7922,Lopressor,GTUBE,1
7923,METOPROLOL TARTRATE 25 MG TABLET,G tube,1
7924,METOPROLOL TARTRATE  25 MG ORAL TAB,Miscellaneou,1
7925,TORADOL,IV (intravenous)                                                                                    ,1
7926,lidocaine,Nebulization,1
7927,ipratropium,Shunt,1
7928,methylPREDNISolone 40 MG INJ,NG,1
7929,methylPREDNISolone 40 MG INJ,INH,1
7930,METHYLPREDNISOLONE SODIUM SUCC 125 MG IJ SOLR,Intramuscular,1
7931,FLAGYL,J Tube,1
7932,Flagyl,NG-tube,1
7933,ONDANSETRON 2 MG/1 ML 2ML SDV INJ,GTUBE,1
7934,predniSONE,NG-tube,1
7935,Sodium Chloride 0.9%  SSO,SubQ,1
7936,SODIUM CHLORIDE 0.9% 50 ML PB,N/A,1
7937,SODIUM CHLORIDE 0.9% 250 ML LVP,Catheter,1
7938,SODIUM CHLORIDE 0.9% 500 ML LVP,Intrauteral,1
7939,250 ML FLEX CONT : SODIUM CHLORIDE 0.9 % IV SOLN,RE,1
7940,HYDROCHLOROTHIAZIDE,NGTUBE,1
7941,HYDROCHLOROTHIAZIDE 25 MG PO TABS,Oral Gastric Tube,1
7942,omeprazole,NASOGASTRI,1
7943,VITAMINS/MINERALS PO TABS,Gastrostomy Tube,1
7944,CALCIUM GLUCONATE 100 MG/ML (10 %) IV : 10 ML,See Instruct,1
7945,ALLOPURINOL 100 MG PO TABS,Per J Tube,1
7946,Lasix,I-uteral,1
7947,FUROSEMIDE,INJ,1
7948,furosemide (LASIX) tab 40 mg,JTUBE,1
7949,DIAZEPAM 5 MG PO TABS,Jejunostomy Tube,1
7950,Xanax,GTUBE,1
7951,CORDARONE,PEJ,1
7952,amiodarone,Feeding,1
7953,AMIODARONE HCL,NG-TUBE,1
7954,MIDAZOLAM HCL,IV - continuous infusion (injection)                                                                ,1
7955,MIDAZOLAM HCL 2 MG/2ML IJ SOLN,NA,1
7956,midazolam (VERSED) 2 MG/2ML inj 1 mg,IM,1
7957,SPIRONOLACTONE,PEG TUBE,1
7958,hydrALAZINE,GTUBE,1
7959,HYDRALAZINE HCL,PEG,1
7960,Versed,JTUBE,1
7961,AMLODIPINE,GT,1
7962,LEVAQUIN,IV - brief infusion (intravenous)                                                                   ,1
7963,LEVOFLOXACIN 500mg in D5W 100mL RT,PO,1
7964,Reglan,Buccal,1
7965,METOCLOPRAMIDE,JTUBE,1
7966,METOCLOPRAMIDE HCL,PO (oral)                                                                                           ,1
7967,clonazePAM,J-tube,1
7968,VANCOmycin 1.5 GM in NS 500ML IVPB,Intraperitoneal,1
7969,cloNIDine,PO or PEG,1
7970,cloNIDine 0.1 MG TAB,PEG,1
7971,ZOFRAN ODT,J Tube,1
7972,LACTULOSE,MISC,1
7973,LACTULOSE,REC,1
7974,30 ML  -  LACTULOSE 10 GM/15ML PO SOLN,FT,1
7975,traZODone,G-Tube,1
7976,Lipitor,NG or OG,1
7977,ATORVASTATIN,J-TUBE,1
7978,atorvastatin,PO or OG,1
7979,ATORVASTATIN CALCIUM 40 MG PO TABS,Per J Tube,1
7980,TRAMADOL HCL,JTUBE,1
7981,TRAMADOL HCL,PEG-TUBE,1
7982,HALOPERIDOL,IM/IV,1
7983,HALOPERIDOL,SL,1
7984,NEURONTIN,J Tube,1
7985,BENADRYL,PO (oral)                                                                                           ,1
7986,Benadryl,Intravenous,1
7987,Benadryl,J-tube,1
7988,diphenhydrAMINE 25 MG CAP,GTUBE,1
7989,CLOPIDOGREL,PEG TUBE,1
7990,LISINOPRIL 5 MG PO TABS,Per J Tube,1
7991,GlucaGen,IMP,1
7992,ceFAZolin 1 g powder for Inj,IVP,1
7993,CALCIUM CARBONATE,ORAL/TUBE,1
7994,IBUPROFEN,G-TUBE,1
7995,SODIUM POLYSTYRENE SULFONATE,REC,1
7996,morphine,misc,1
7997,MORPHINE INJ,INH/NEB,1
7998,1 ML SYRINGE : MORPHINE SULFATE (PF) 4 MG/ML IV SOLN,SC,1
7999,NITROGLYCERIN,INTRAVENOUS,1
8000,nitroglycerin,TransUrethral,1
8001,NITROGLYCERIN 0.4 MG SL SUBL,Oral,1
8002,HYDROMORPHONE HCL,IV - continuous infusion (intravenous)                                                              ,1
8003,HYDROMORPHONE (PF),SQ,1
8004,Ambien,Rectal,1
8005,ZOLPIDEM TARTRATE,J-TUBE,1
8006,ASPIRIN EC,OG,1
8007,ZOFRAN,G Tube,1
8008,ONDANSETRON,PEG,1
8009,ONDANSETRON HCL 4 MG PO TABS,Jejunostomy Tube,1
8010,SIMVASTATIN 40 MG PO TABS,Per J Tube,1
8011,CARDIZEM,IVD,1
8012,DILTIAZEM HCL 30 MG PO TABS,Jejunostomy Tube,1
8013,AZITHROMYCIN,zz,1
8014,lidocaine,Inhale,1
8015,LIDOCAINE 1% 10MG/ML 20ML MDV INJ,SVN,1
8016,ENOXAPARIN 30 MG/0.3 ML SYR,IV Push,1
8017,VANCOMYCIN,TOPL,1
8018,vancomycin,I-peritoneal,1
8019,vancomycin,Instill,1
8020,vancomycin,J-tube,1
8021,VANCOMYCIN HCL 1 GM VIAL,IRRIGATE,1
8022,VANCOMYCIN HCL 1 GM VIAL,INTRAPERIT,1
8023,VANCOMYCIN HCL 1000 MG IV SOLR,RE,1
8024,oxyCODONE,PO or OG,1
8025,OXYCODONE HCL 5 MG PO TABS (RANGE) PRN,Jejunostomy Tube,1
8026,LEVETIRACETAM,TOPL,1
8027,levETIRAcetam,Other,1
8028,LEVETIRACETAM 500 MG PO TABS,PEGTUBE,1
8029,Coreg,NG-tube,1
8030,CARVEDILOL,FT,1
8031,PRECEDEX,IV - continuous infusion (intravenous)                                                              ,1
8032,GLYCOPYRROLATE,NG-TUBE,1
8033,LORazepam 1 MG TAB,IV,1
8034,LORAZEPAM 0.5 MG PO TABS,Dobhoff Tube,1
8035,PHENERGAN,J Tube,1
8036,PROMETHAZINE HCL,REC,1
8037,PROMETHAZINE 25 MG/1 ML 1ML SDV INJ,PO,1
8038,Dilaudid,INJ,1
8039,HYDROMORPHONE,IM,1
8040,PROTONIX,G Tube,1
8041,heparin,IntraPeritoneal,1
8042,"1 ML VIAL : HEPARIN (PORCINE) 5,000 UNIT/ML INJ SOLN",IK,1
8043,COUMADIN,Miscellaneous (medical supplies non-drugs) (Miscellaneous)                                          ,1
8044,WARFARIN,GT,1
8045,WARFARIN 5 MG TAB,JTUBE,1
8046,WARFARIN 5 MG TABLET,Gtub,1
8047,heparin,DIAL,1
8048,sodium chloride,IntraLumenal,1
8049,INSULIN-REGULAR (HUMAN) *UNIT* INJ,IV Sedation,1
8050,INSULIN HUMAN REGULAR,MISC,1
8051,HumuLIN R,SC,1
8052,DIGOXIN 125 MCG PO TABS,Jejunostomy Tube,1
8053,"RINGERS SOLUTION,LACTATED",IV - brief infusion (intravenous)                                                                   ,1
8054,K PHOS MONO-SOD PHOS DI & MONO 155-852-130 MG PO TABS,Oral Gastric Tube,1
8055,fentaNYL,IV Push,1
8056,ipratropium,INH,1
8057,SODIUM CHLORIDE 0.9% 500 ML PB,IRR,1
8058,MULTIVITAMIN,FT,1
8059,acetaminophen,IV Piggyback,1
8060,ACETAMINOPHEN,Rectal,1
8061,Furosemide,GTT,1
8062,AMIODARONE HCL 200 MG PO TABS,Jejunostomy Tube,1
8063,ULTRAM,PEG,1
8064,Benadryl,IV Push,1
8065,zolpidem,J-Tube,1
8066,SIMVASTATIN,NGTUBE,1
8067,PEPCID,Per enteric tube (oral)                                                                             ,1
8068,PERCOCET,PO (oral)                                                                                           ,1
8069,GLYCOPYRROLATE,NG,1
8070,LORAZEPAM INJ,zz,1
8071,PROTONIX,GT,1
8072,WARFARIN SODIUM 2 MG PO TABS,Dobhoff Tube,1
8073,"NS 1,000 mL",IntraOsseous,1
8074,ZOSYN,IV - continuous infusion (intravenous)                                                              ,1
8075,DILTIAZEM,GT,1
8076,AMINOCAPROIC ACID,IVDRIP,1
8077,SENNOSIDES,PEG-TUBE,1
8078,COLACE,TF,1
8079,hydroCORTisone  (PF) 100 MG INJ,PO,1
8080,NYSTATIN,BUC,1
8081,MAGNESIUM OXIDE,GTUBE,1
8082,METOCLOPRAMIDE HCL,GT,1
8083,MAGNESIUM HYDROXIDE,PER_TUBE,1
8084,PHYTONADIONE,G-TUBE,1
8085,KETOROLAC TROMETHAMINE,IJ,1
8086,GLUCAGON,IVP,1
8087,LORAZEPAM,SUBL,1
8088,30 ML CUP : ALUM & MAG HYDROXIDE-SIMETH 200-200-20 MG/5ML PO SUSP,PER TUBE,1
8089,HYDRALAZINE,G-TUBE,1
8090,LORazepam 2 MG/1 ML 1 ML SYR,IVPB,1
8091,acetaMINOPHEN 650MG RECT SUPP,Ostomy,1
8092,Ondansetron,PEG-TUBE,1
8093,oxyCODONE 5 MG TAB,SL,1
8094,LORazepam INJ,PO,1
8095,KETOROLAC TROMETHAMINE,ORAL/TUBE,1
8096,METOCLOPRAMIDE HCL,J-TUBE,1
8097,IBUPROFEN,PEG-TUBE,1
8098,MORPHINE SULFATE,NG-TUBE,1
8099,NORCO 5/325 TAB,JTUBE,1
8100,metroNIDAZOLE 500 MG in 100ML RTU-PB,GTUBE,1
8101,REGLAN,NG,1
8102,LASIX,ND,1
8103,MORPHINE SULFATE,ORAL/TUBE,1
8104,APRESOLINE,OGT,1
8105,metroNIDAZOLE,GTUBE,1
8106,METOCLOPRAMIDE HCL,PEG,1
8107,Reglan,PO or NG,1
8108,clonazePAM,PEG,1
8109,GABAPENTIN,NGTUBE,1
8110,atorvastatin,PO or G-tube,1
8111,ASPIRIN 325 MG TABLET,PER J TUBE,1
8112,NARCAN,IM,1
8113,20 ML  -  LIDOCAINE HCL 1 % IJ SOLN,PL,1
8114,500 ML  -  SODIUM CHLORIDE 0.9 % IV SOLN,IJ,1
8115,digoxin,Feeding,1
8116,potassium chloride,PO or OG,1
8117,PNEUMOCOCCAL 23-VALPS VACCINE 25 MCG/0.5 ML INJ INJ,Intramuscular,1
8118,lidocaine,misc,1
8119,propofol,IM/IV,1
8120,Ativan,NG-tube,1
8121,DILTIAZEM,DUODENAL,1
8122,NALOXONE,COSIG PO,1
8123,metroNIDAZOLE,Percutaneous feeding tube,1
8124,GLYCOPYRROLATE,ORAL GASTR,1
8125,LISINOPRIL,NG_TUBE,1
8126,LEVOTHYROXINE SODIUM,PEG,1
8127,morphine,SL,1
8128,Zofran,Kit-Combo,1
8129,acetaminophen,PO or G-tube,1
8130,Maalox,NG-tube,1
8131,diphenhydrAMINE,PegTube,1
8132,Flagyl,PEG-tube,1
8133,HYDROmorphone,PegTube,1
8134,digoxin,NG or OG,1
8135,atorvastatin,NG or OG,1
8136,Protonix,G-Tube,1
8137,ASPIRIN 81 MG EC TAB,Ostomy,1
8138,ASPIRIN (BABY ASA) 81 MG TAB,Ostomy,1
8139,ASPIRIN 325 MG EC TAB,PEG,1
8140,aspirin chew tab 81 mg,PR,1
8141,FOLIC ACID,OG,1
8142,SPIRONOLACTONE,PO/NG,1
8143,NORVASC,PO/NG,1
8144,Protonix,PEG,1
8145,AZITHROMYCIN,ORAL/TUBE,1
8146,PANTOPRAZOLE SODIUM,PEG-TUBE,1
8147,PANTOPRAZOLE SODIUM,NG-TUBE,1
8148,HEPARIN 5000 UNIT/ML 1ML INJ,PO,1
8149,SPIRONOLACTONE 25 MG PO TABS,PER TUBE,1
8150,aspirin 81 mg po chew,per NJ tube,1
8151,digoxin,Other,1
8152,ASPIRIN 325 MG TABLET,J-Tube,1
8153,furosemide (LASIX) tablet 40 mg,PER G TUBE,1
8154,BUMEX,G Tube,1
8155,ATORVASTATIN CALCIUM 10 MG PO TABS,PER J TUBE,1
8156,cefTRIAXone,IntraMUSCULAR,1
8157,LORATADINE 10 MG PO TABS,Per G Tube,1
8158,VITAMIN D 1000 UNITS PO TABS,Nasogastric,1
8159,FUROSEMIDE 10 MG/1 ML 2ML SDV INJ,IV Sedation,1
8160,Lopressor,J-tube,1
8161,Coreg,PO or G-tube,1
8162,ALBUTEROL 2.5 MG/0.5ML UD INH SOLN,Transdermal,1
8163,potassium CHLORIDE 20 MEQ TR TAB,IVPB,1
8164,HEPARIN 5000 UNIT/ML 1ML INJ,IRR,1
8165,CARVEDILOL 25 MG PO TABS,PER J TUBE,1
8166,TRAZODONE  50 MG ORAL TAB,OG- OralGast,1
8167,DEXTROSE 50% 25 GRAM/50 ML SYR,Operative eye,1
8168,SODIUM CHLORIDE 0.9% 1000 ML PB,N/A,1
8169,DEXTROSE 50% 25 GRAM/50 ML SYR,FT,1
8170,KETOROLAC TROMETHAMINE,OPHTHALMIC,1
8171,DIAZEPAM,REC,1
8172,DUONEB 3 MG-0.5 MG/3 ML UD INH SOLN,SubQ,1
8173,pantoprazole,Dophoff Tube,1
8174,digoxin,GTUBE,1
8175,lisinopril,GTUBE,1
8176,warfarin,GTUBE,1
8177,lactulose,Dophoff Tube,1
8178,dexamethasone,IVP,1
8179,fentaNYL inj 25 mcg,IM,1
8180,KAYEXALATE,J Tube,1
8181,HYDROmorphone (DILAUDID) 1 MG/ML inj 0.5 mg,IM,1
8182,nalOXone,COSIG PO,1
8183,SODIUM POLYSTYRENE SULFONATE,DUODENAL,1
8184,Lactated Ringers Injection,MISC,1
8185,PREDNISONE 10 MG PO TABS,PER J TUBE,1
8186,sodium chloride 0.9%,DEVICE,1
8187,FERROUS SULFATE,DEVICE,1
8188,DIPHENHYDRAMINE HCL 25 MG PO CAPS,PER TUBE,1
8189,1 ML CRTRDG-NDL : HYDROMORPHONE HCL PF 1 MG/ML IJ SOLN,SC,1
8190,oxyCODONE (OXY IR) cap-tab 10 mg,TF,1
8191,INSULIN-LISPRO (rDNA) *UNIT* INJ,VAG,1
