,diagnosisstring,icd9code
3264,burns/trauma|trauma- head and neck|eye injury-open globe|bilateral,"871.9, S05"
3265,cardiovascular|arrhythmias|AV block|left anterior fascicular block,"426.2, I44.4"
3266,pulmonary|respiratory failure|acute lung injury|pulmonary etiology,"518.81, J80"
3267,surgery|acute cardiac problems|bradycardia|due to inferior wall MI,"410.41, 427.81, I21.19, R00.1"
3268,surgery|cardiac surgery|neurological dysfunction following CPB|CVA,"997.02, I97.82"
3269,burns/trauma|trauma - CNS|spinal cord injury|respiratory impairment,
3270,cardiovascular|arrhythmias|bradycardia|pacemaker no longer in place,
3271,cardiovascular|cardiac surgery|s/p heart transplant|within 2 months,
3272,cardiovascular|cardiac surgery|valve replacement >= 7 days|pulmonic,
3273,cardiovascular|vascular disorders|vasculitis|Churg-Strauss syndrome,"446.4, M30.1"
3274,endocrine|fluids and electrolytes|hypocalcemia|due to renal failure,"275.41, E83.51"
3275,surgery|gynecological surgery|s/p ovarian surgery|s/p salpingectomy,
3276,surgery|respiratory failure|ARDS|pulmonary etiology|thoracic trauma,"518.5, J80"
3277,surgery|thoracic surgery|pneumothorax|pneumothorax on surgical side,"512.1, J95.81"
3278,burns/trauma|trauma - chest|cardiac injury - blunt|cardiac tamponade,"423.0, 861.00, I31.4"
3279,gastrointestinal|intestinal disease|enteric fistula|gastric|to bowel,"537.4, K31.6"
3280,infectious diseases|GI infections|intra-abdominal abscess|intestinal,"569.5, K63.0"
3281,oncology|head and neck tumors|neck tumor|thyroid tumor|follicular CA,"193, C73"
3282,renal|electrolyte imbalance|hypercalcemia|due to hyperparathyroidism,"275.42, E83.52"
3283,renal|electrolyte imbalance|hypermagnesemia|due to magnesium therapy,"275.2, E83.41"
3284,surgery|acute cardiac problems|chest pain|unlikely cardiac in origin,"786.50, R07.9"
3285,surgery|acute cardiac problems|ventricular tachycardia|non-sustained,"427.1, I47.2"
3286,surgery|renal issues|acute renal failure|due to hepatorenal syndrome,"584.9, K76.7"
3287,endocrine|fluids and electrolytes|hypokalemia|due to extra-renal loss,"276.8, E87.8"
3288,hematology|transfusion medicine|transfusion reaction|febrile reaction,"999.8, R50.84"
3289,neurologic|CNS mass lesions|spinal cord compression|secondary to disc,"336.9, G95.9"
3290,pulmonary|disorders of lung parenchyma|occupational pulmonary disease,
3291,renal|electrolyte imbalance|hypocalcemia|due to adrenal insufficiency,"275.41, E83.51"
3292,surgery|acute cardiac problems|congestive heart failure|biventricular,"428.0, I50.9"
3293,"burns/trauma|dermatology|rash, infectious|infection-associated purpura","287.2, D69.2"
3294,burns/trauma|trauma - CNS|intracranial injury|with herniation syndrome,"348.4, G93.6, S06.9"
3295,burns/trauma|trauma - abdomen|penetrating vascular trauma|iliac artery,902.50
3296,cardiovascular|pericardial diseases|pericardial effusion|mycobacterial,"017.90, 420.0, A18.84"
3297,infectious diseases|head and neck infections|endophthalmitis|bacterial,"360.00, H44.009"
3298,renal|abnormality of urine quantity or quality|polyuria|r/o polydipsia,
3299,renal|disorder of urinary tract / renal system infection|renal abscess,"590.2, N15.1"
3300,renal|electrolyte imbalance|hypermagnesemia|due to renal insufficiency,"275.2, E83.41"
3301,surgery|altered mental status / pain|drug withdrawal syndrome|narcotic,
3302,surgery|cardiac surgery|pericardial problems|pericarditis|constrictive,"420.90, I30.9"
3303,surgery|general surgery postop issues|enteric fistula|rectal|to vagina,"619.1, N82.4"
3304,surgery|respiratory failure|ventilatory failure|due to muscle weakness,"518.81, J96.00"
3305,transplant|s/p kidney transplant|rejection - kidney transplant|chronic,"996.81, T86.11"
3306,transplant|s/p pancreas transplant|hyperglycemia - pancreas transplant,"996.86, T86.899"
3307,burns/trauma|trauma - skeletal|extremity ischemia|right upper extremity,"443.9, I73.9"
3308,cardiovascular|ventricular disorders|acute pulmonary edema|drug induced,"428.1, I50.1"
3309,hematology|coagulation disorders|superficial migratory thrombophlebitis,"453.1, I82.1"
3310,oncology|hematologic malignancy|leukemia|acute lymphocytic|in remission,"204.01, C91.01"
3311,pulmonary|disorders of acid base|respiratory alkalosis|etiology unknown,"276.2, E87.2"
3312,surgery|infections|lower urinary tract infection|gram negative organism,"595.9, N30.9"
3313,surgery|renal issues|acute renal failure|due to cardio-pulmonary bypass,"584.9, N17.9"
3314,cardiovascular|vascular disorders|arterial thromboembolism|atheroembolic,"445.89, I75.89"
3315,hematology|oncology and leukemia|leukemia|acute lymphocytic|in remission,"204.01, C91.01"
3316,hematology|oncology and leukemia|leukemia|acute myelogenous|in remission,"205.01, C92.01"
3317,"infectious diseases|GI infections|enteritis|ileitis, presumed infectious","009.1, A09"
3318,infectious diseases|chest/pulmonary infections|pneumonia|cystic fibrosis,"277.02, E84.0"
3319,"infectious diseases|skin, bone and joint infections|local skin infection",
3320,pulmonary|respiratory failure|pulmonary aspiration|contaminated aspirate,"507.0, J69.0"
3321,renal|disorder of acid base|metabolic acidosis|drug induced|drug unknown,"276.2, E87.2"
3322,"surgery|altered mental status / pain|dementia|dementia, unknown etiology",F03
3323,surgery|general surgery postop issues|enteric fistula|intestinal|to skin,"569.81, K63.2"
3324,burns/trauma|trauma-other injuries|blood vessel injury|other major vessel,
3325,endocrine|fluids and electrolytes|hyperkalemia|due to transcellular shift,"276.7, E87.5"
3326,endocrine|pituitary and temperature regulation|central diabetes insipidus,"253.5, E23.2"
3327,endocrine|pituitary and temperature regulation|fever 41 degrees c or over,"780.6, R50.9"
3328,gastrointestinal|post-GI surgery|s/p surgery for GI bleeding|unknown site,
3329,renal|abnormality of urine quantity or quality|polyuria|due to glycosuria,"788.42, R35.8"
3330,surgery|vascular surgery|surgery-related ischemia|postop ischemic colitis,"997.71, T81.7"
3331,transplant|s/p bone marrow transplant|hemorrhage - bone marrow transplant,"996.85, T86.00"
3332,hematology|oncology and leukemia|leukemia|chronic myelogenous|in remission,"205.11, C92.11"
3333,neurologic|altered mental status / pain|dementia|prion-associated dementia,"294.10, 046.1, A81.00"
3334,neurologic|infectious disease of nervous system|CNS abscess|organism known,
3335,neurologic|neuromuscular disorders|sensory neuropathy|trigeminal neuralgia,"350.1, G50.0"
3336,surgery|cardiac surgery|inappropriate vasodilation / high cardiac output s,"998.0, I97.89"
3337,endocrine|fluids and electrolytes|hyponatremia|due to adrenal insufficiency,"276.1, E87.1"
3338,general|quality measures|thrombolytics given within recommended time period,
3339,general|signs/symptoms/ill-defined conditions|skin/other integument symptom,
3340,infectious diseases|CNS infections|meningitis|acute|bacterial|meningococcus,"036.0, A39.0"
3341,infectious diseases|chest/pulmonary infections|lung abscess|post-aspiration,"513.0, J85.2"
3342,renal|electrolyte imbalance|hypernatremia|due to central diabetes insipidus,"276.0, E87.0"
3343,surgery|respiratory failure|pulmonary aspiration|large particulate aspirate,"507.0, J69.0"
3344,toxicology|poisoning by drugs/meds/biologicals|poisoning: sedative/hypnotic,
3345,transplant|s/p lung transplant|obliterative bronchiolitis - lung transplant,"996.84, T86.819"
3346,burns/trauma|trauma - CNS|fracture of skull|base|open|with epidural hematoma,801.70
3347,burns/trauma|trauma - CNS|intracranial injury|with normal radiological study,"854.00, S06.9"
3348,infectious diseases|systemic/other infections|AIDS|with HIV thrombocytopenia,"042, B20"
3349,pulmonary|respiratory failure|failure to wean|due to diaphragmatic paralysis,
3350,surgery|neurosurgical issues|neuosurgical bleeding|controlled before closure,"998.11, T88"
3351,surgery|respiratory failure|ventilatory failure|due to pulmonary infiltrates,"518.81, J96.00"
3352,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|phalanx,826.0
3353,burns/trauma|trauma - skeletal|bone fracture(s)|right upper extremity|phalanx,816.00
3354,burns/trauma|trauma- head and neck|open neck injury|open injury to neck-right,"874.9, S11.8"
3355,cardiovascular|congenital heart disease|congenital heart disease|non-cyanotic,"746.9, Q24.9"
3356,cardiovascular|ventricular disorders|acute pulmonary edema|due to myocarditis,"428.1, I50.1"
3357,infectious diseases|systemic/other infections|fungemia|foley-catheter-related,"790.99, 117.9, B49"
3358,infectious diseases|systemic/other infections|suspected bioterrorism|botulism,Y38.6
3359,neurologic|disorders of the spinal cord and peripheral nervous system|tetanus,"037, A35"
3360,neurologic|infectious disease of nervous system|meningitis|acute|staph aureus,"320.3, G00.3"
3361,neurologic|trauma - CNS|fracture of skull|vault|closed|with subdural hematoma,800.20
3362,"surgery|cardiac surgery|arrhythmia|heart block|pacemaker in place, not pacing","426.10, I44.30"
3363,surgery|general surgery postop issues|viscus perforation|gastric|due to ulcer,"531.50, K28.1"
3364,surgery|neurosurgical issues|neuosurgical bleeding|known coagulopathy present,"998.11, T88"
3365,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|calcaneus,825.0
3366,cardiovascular|chest pain / ASHD|acute coronary syndrome|coronary artery spasm,"413.1, I20.1"
3367,gastrointestinal|trauma|traumatic injury of esophagus|due to caustic ingestion,"862.22, E924.1, S27.81"
3368,renal|disorder of acid base|metabolic acidosis|drug induced|salicylate-induced,"276.2, E87.2"
3369,renal|disorder of acid base|mixed acid base disorder|metabolic alkalosis|acute,276.4
3370,renal|disorder of acid base|respiratory alkalosis|therapeutic hyperventilation,"276.3, E87.3"
3371,surgery|acute cardiac problems|atrial fibrillation|with hemodynamic compromise,"427.31, I48.0"
3372,surgery|mesenteric ischemia|vascular insufficiency of intestine|post procedure,"557.9, K55.9"
3373,burns/trauma|trauma-other injuries|crushing injury|multiple/unspecified site(s),
3374,cardiovascular|infection|endocarditis - prosthetic valve|streptococcus viridans,"996.61, 421.0, 041.00, B95.5, I33.0"
3375,"cardiovascular|ventricular disorders|cardiac injury, blunt|myocardial contusion",861.01
3376,hematology|coagulation disorders|arterial thromboembolism|right lower extremity,"444.22, I74.3"
3377,infectious diseases|chest/pulmonary infections|pneumonia|community-acquired|MTB,"011.60, A15.0"
3378,neurologic|CNS mass lesions|increased intracranial pressure|pseudotumor cerebri,"348.2, G93.2"
3379,cardiovascular|valvular disease|valvular insufficiency|tricuspid valve|rheumatic,"424.2, I07.1"
3380,cardiovascular|ventricular disorders|cardiomyopathy|peri-partum|during pregnancy,"648.63, O90.3"
3381,gastrointestinal|hepatic disease|fulminant hepatic failure|acetaminophen related,"E980.0, 573.3"
3382,neurologic|disorders of vasculature|intracranial venous thrombosis|cortical vein,"437.6, I67.6"
3383,neurologic|disorders of vasculature|intracranial venous thrombosis|lateral sinus,"437.6, I67.6"
3384,neurologic|disorders of vasculature|spinal epidural hematoma|secondary to trauma,"336.9, G95.9"
3385,pulmonary|disorders of vasculature|pulmonary hemorrhage|procedure related|biopsy,"786.3, 998.11"
3386,burns/trauma|trauma - CNS|increased intracranial pressure|with reflex bradycardia,"337.0, 348.4, G93.5, R00.1"
3387,"burns/trauma|trauma - skeletal|swollen extremity, etiology unknown|r/o cellulitis",
3388,"burns/trauma|trauma - skeletal|swollen extremity, etiology unknown|r/o lymphedema",
3389,burns/trauma|trauma- head and neck|facial bone fracture|zygoma fracture|bilateral,802.4
3390,general|quality measures|initial antibiotics given within recommended time period,
3391,surgery|acute cardiac problems|atrial fibrillation|without hemodynamic compromise,"427.31, I48.0"
3392,burns/trauma|trauma - CNS|fracture of skull|base|open|with subarachnoid hemorrhage,801.70
3393,gastrointestinal|intestinal disease|diarrhea|bacterial|mycobacterium avium complex,"031.9, A31.9"
3394,general|quality measures|antibiotic prophylaxis given within 1 hour prior incision,
3395,infectious diseases|chest/pulmonary infections|lung abscess|secondary to pneumonia,"513.0, J85.1"
3396,"infectious diseases|skin, bone and joint infections|infectious dermatitis|pyogenic","686.00, L08.9"
3397,neurologic|infectious disease of nervous system|suppurative intracranial phlebitis,"325, G08"
3398,pulmonary|disorders of lung parenchyma|malignancy|primary lung cancer|mesothelioma,"162.9, C34.90"
3399,surgery|acute cardiac problems|atrial fibrillation|controlled ventricular response,"427.31, I48.0"
3400,surgery|general surgery postop issues|viscus perforation|colonic|procedure related,"863.50, S36.50"
3401,surgery|general surgery postop issues|wound contamination|wound contaminated preop,
3402,surgery|respiratory failure|acute lung injury|pulmonary etiology|inhalation injury,J80
3403,transplant|s/p liver transplant|vascular thrombosis - liver transplant|portal vein,"996.82, T86.40"
3404,burns/trauma|trauma - skeletal|bone fracture(s)|left lower extremity|patella|closed,822.0
3405,burns/trauma|trauma - skeletal|extremity compartment syndrome|right upper extremity,"443.9, I73.9"
3406,burns/trauma|trauma - skeletal|traumatic injury to major vessel(s)|r carotid artery,900.00
3407,cardiovascular|cardiac surgery|heart transplant complication|pulmonary hypertension,"416.8, I27.2"
3408,cardiovascular|vascular disorders|superficial thrombophlebitis|left lower extremity,"451.0, I80.00"
3409,cardiovascular|vascular disorders|superficial thrombophlebitis|left upper extremity,"451.82, I80.8"
3410,endocrine|adrenal disorders|adrenal insufficiency|due to autoimmune adrenal atrophy,"255.4, E27.40"
3411,gastrointestinal|malnutrition|nutritional deficiency|other nutritional deficiencies,
3412,infectious diseases|CNS infections|meningitis|acute|bacterial|hemophilus influenzae,"320.0, G00.0"
3413,pulmonary|disorders of acid base|respiratory alkalosis|therapeutic hyperventilation,"276.2, E87.2"
3414,pulmonary|disorders of lung parenchyma|malignancy|primary lung cancer|large cell CA,"162.9, C34.90"
3415,pulmonary|disorders of the airways|mechanical airway problem|tracheostomy infection,"519.01, J95.02"
3416,transplant|s/p liver transplant|vascular thrombosis - liver transplant|hepatic vein,"996.82, T86.40"
3417,burns/trauma|trauma - CNS|fracture of skull|vault|open|with intracerebral hemorrhage,800.60
3418,burns/trauma|trauma - skeletal|bone fracture(s)|right lower extremity|calcaneus|open,825.1
3419,cardiovascular|vascular disorders|superficial thrombophlebitis|right upper extremity,"451.82, I80.8"
3420,endocrine|fluids and electrolytes|hyperchloremia|due to normal saline administration,"276.9, E87.8"
